10
testcase10 317
206 109
B A 4 9 A
B C 12 24 C
B C 13 26 C
B C 14 25 C
B C 15 27 C
B C 16 28 C
B C 17 32 C
B C 19 30 C
B C 20 31 C
B C 21 -1 -1
B C 8 22 C
C B 23 11 B
C B 29 18 B
C B 4 7 B
C B 5 10 B
C B 6 9 B
C D 11 25 D
C D 12 24 D
C D 13 26 D
C D 15 27 D
C D 16 28 D
C D 17 30 D
D C 22 14 C
D C 23 8 C
D C 29 21 C
D C 31 19 C
D C 32 20 C
D C 4 7 C
D C 5 10 C
D C 6 9 C
D E 12 28 E
D E 13 24 E
D E 15 31 E
D E 16 32 E
E D 22 8 D
E D 23 10 D
E D 25 11 D
E D 26 14 D
E D 27 17 D
E D 29 19 D
E D 30 20 D
E D 4 2 D
E D 5 9 D
E D 6 7 D
E F 0 23 F
E F 1 5 F
E F 11 31 F
E F 12 30 F
E F 13 27 F
E F 14 32 F
E F 15 33 F
E F 16 29 F
E F 17 34 F
E F 19 -1 -1
E F 2 22 F
E F 20 -1 -1
E F 7 26 F
E F 8 28 F
F E 24 10 E
F E 25 9 E
F E 6 3 E
F G 0 22 G
F G 1 23 G
F G 10 31 G
F G 11 29 G
F G 12 33 G
F G 13 32 G
F G 14 30 G
F G 15 -1 -1
F G 16 34 G
F G 17 -1 -1
F G 19 -1 -1
F G 2 25 G
F G 20 -1 -1
F G 3 26 G
F G 7 28 G
F G 8 27 G
G F 24 9 F
G H 0 26 H
G H 1 22 H
G H 10 30 H
G H 11 29 H
G H 12 33 H
G H 13 27 H
G H 14 32 H
G H 15 -1 -1
G H 16 34 H
G H 17 -1 -1
G H 19 -1 -1
G H 2 25 H
G H 20 -1 -1
G H 8 28 H
G H 9 31 H
H G 23 3 G
H G 24 7 G
1223
testcase11 405
262 141
2 C 2
4 D 2
1 G 2
3 B 3
6 B 3
26 H 4
0 C 5
4 C 5
2 D 5
7 D 5
8 H 5
26 G 7
7 C 8
2 E 9
5 E 9
4 B 10
3 C 12
2 F 12
26 F 12
0 D 14
11 A 15
5 D 15
26 E 15
3 D 16
2 G 17
10 A 18
11 B 18
0 E 18
26 D 19
0 F 21
27 H 21
5 C 22
26 C 22
8 G 22
9 A 23
7 B 23
11 C 23
3 E 23
11 D 26
0 G 26
27 G 26
10 B 27
9 B 27
5 B 27
26 B 27
3 F 27
8 F 27
29 H 29
8 E 30
15 A 31
27 F 31
12 A 32
9 C 32
3 G 32
29 G 32
25 H 33
15 B 34
8 D 34
27 E 34
10 C 37
8 C 37
29 F 37
27 D 38
11 E 38
25 G 39
14 A 40
15 C 40
29 E 40
27 C 41
10 D 41
11 F 41
24 H 41
12 B 42
8 B 42
9 D 44
29 D 44
25 F 44
24 G 44
13 A 45
10 E 45
27 B 46
11 G 46
29 C 47
15 D 47
25 E 47
14 B 48
10 F 48
9 E 49
24 F 49
12 C 50
13 B 51
25 D 51
15 E 51
29 B 52
24 E 52
9 F 52
31 H 52
10 G 53
14 C 54
25 C 54
12 D 54
31 G 55
32 H 55
13 C 56
24 D 56
18 A 57
14 D 57
9 G 57
28 H 57
17 A 58
12 E 58
32 G 58
25 B 59
24 C 59
13 D 59
18 B 60
15 F 60
31 F 60
28 G 60
16 A 61
17 B 62
14 E 62
12 F 62
19 A 63
13 E 63
31 E 63
32 F 63
30 H 63
16 B 64
24 B 64
14 F 65
28 F 65
15 G 65
32 E 66
13 F 66
30 G 66
17 C 67
31 D 67
12 G 67
35 H 67
19 B 68
28 E 68
16 C 70
31 C 70
17 D 70
32 D 70
14 G 70
35 G 70
30 F 71
13 G 71
33 H 71
28 D 72
19 C 73
32 C 73
17 E 74
30 E 74
33 G 74
34 H 74
31 B 75
18 C 75
28 C 75
16 D 75
35 F 75
19 D 76
36 H 76
17 F 77
34 G 77
32 B 78
30 D 78
35 E 78
16 E 79
33 F 79
36 G 79
28 B 80
18 D 80
19 E 80
30 C 81
35 D 82
33 E 82
16 F 82
34 F 82
17 G 82
19 F 83
21 A 84
36 F 84
35 C 85
18 E 85
34 E 85
30 B 86
33 D 86
21 B 87
36 E 87
16 G 87
40 H 87
18 F 88
19 G 88
33 C 89
34 D 89
35 B 90
40 G 90
36 D 91
21 C 92
34 C 92
18 G 93
22 A 94
20 A 94
33 B 94
36 C 94
21 D 95
40 F 95
39 H 95
22 B 97
20 B 97
34 B 97
40 E 98
39 G 98
23 A 99
36 B 99
21 E 99
38 H 99
23 B 102
22 C 102
20 C 102
40 D 102
21 F 102
38 G 102
39 F 103
37 H 104
40 C 105
22 D 105
20 D 105
39 E 106
23 C 107
38 F 107
21 G 107
37 G 107
41 H 107
22 E 109
40 B 110
23 D 110
39 D 110
20 E 110
38 E 110
41 G 110
42 H 111
22 F 112
37 F 112
39 C 113
20 F 113
38 D 114
42 G 114
23 E 115
37 E 115
41 F 115
38 C 117
22 G 117
39 B 118
41 E 118
23 F 118
20 G 118
37 D 119
42 F 119
A B 14 27 B
A B 16 31 B
A B 17 24 B
A B 9 5 B
B A 25 19 A
B A 26 12 A
B A 28 22 A
B A 29 18 A
B A 30 20 A
B A 32 21 A
B A 33 -1 -1
B A 34 -1 -1
B A 35 23 A
B A 36 -1 -1
B A 39 -1 -1
B A 4 10 A
B A 40 -1 -1
B A 6 11 A
B A 7 15 A
B A 8 13 A
B C 13 24 C
B C 14 25 C
B C 15 27 C
B C 16 32 C
B C 17 31 C
B C 19 28 C
B C 3 7 C
C B 26 9 B
C B 29 18 B
C B 30 21 B
C B 33 20 B
C B 34 23 B
C B 35 22 B
C B 36 -1 -1
C B 38 -1 -1
C B 39 -1 -1
C B 4 11 B
C B 40 -1 -1
C B 5 10 B
C B 8 12 B
C D 12 24 D
C D 13 31 D
C D 15 29 D
C D 16 30 D
C D 17 32 D
C D 19 35 D
C D 2 7 D
C D 3 5 D
C D 9 27 D
D C 25 14 C
D C 26 11 C
D C 28 18 C
D C 33 21 C
D C 34 22 C
D C 36 20 C
D C 37 -1 -1
D C 38 -1 -1
D C 39 -1 -1
D C 4 0 C
D C 40 23 C
D C 8 10 C
D E 0 8 E
D E 10 25 E
D E 12 31 E
D E 13 28 E
D E 14 32 E
D E 15 24 E
D E 16 33 E
D E 17 30 E
D E 18 36 E
D E 19 34 E
D E 2 5 E
D E 20 38 E
D E 3 27 E
E D 26 11 D
E D 29 9 D
E D 35 21 D
E D 37 -1 -1
E D 39 23 D
E D 40 22 D
E D 41 -1 -1
E F 0 8 F
E F 11 25 F
E F 13 30 F
E F 14 28 F
E F 15 32 F
E F 17 33 F
E F 19 36 F
E F 2 26 F
E F 3 27 F
E F 9 31 F
F E 24 12 E
F E 29 10 E
F E 34 18 E
F E 35 16 E
F E 37 23 E
F E 38 20 E
F E 39 22 E
F E 40 21 E
F E 41 -1 -1
F E 42 -1 -1
F G 0 27 G
F G 12 35 G
G F 24 9 F
G F 25 10 F
G F 26 2 F
G F 28 13 F
G F 29 11 F
G F 30 17 F
G F 31 15 F
G F 32 14 F
G F 33 16 F
G F 34 19 F
G F 36 18 F
G F 37 23 F
G F 38 20 F
G F 39 22 F
G F 40 21 F
G F 41 -1 -1
G F 42 -1 -1
G F 8 3 F
G H 1 8 H
H G 24 10 G
H G 25 11 G
H G 26 2 G
H G 27 0 G
H G 28 12 G
H G 29 3 G
H G 30 14 G
H G 31 9 G
H G 32 15 G
H G 33 17 G
H G 34 16 G
H G 35 13 G
H G 36 19 G
H G 37 20 G
H G 38 22 G
H G 39 21 G
H G 40 18 G
H G 41 -1 -1
H G 42 -1 -1
669
testcase12 380
248 130
9 B 0
6 A 1
14 D 2
11 D 2
4 E 2
15 G 2
8 B 3
13 D 3
0 F 4
5 G 4
2 G 4
7 B 5
1 C 5
11 C 5
13 C 6
4 F 6
36 H 6
3 F 7
15 F 7
17 A 8
8 C 8
14 C 8
12 E 8
0 G 9
16 G 9
35 H 9
32 H 9
33 H 9
6 B 10
11 B 10
7 C 10
13 B 11
15 E 11
4 G 11
36 G 11
10 E 12
17 B 13
1 D 13
7 D 14
3 G 14
33 G 14
34 H 14
8 D 16
15 D 16
36 F 16
10 D 17
6 C 19
15 C 19
7 E 19
33 F 19
17 C 20
10 C 20
1 E 20
36 E 20
32 G 21
14 B 22
6 D 22
12 D 22
8 E 23
33 E 23
7 F 23
16 F 23
15 B 24
10 B 25
36 D 25
35 G 25
1 F 26
32 F 26
38 H 26
20 A 27
12 C 27
36 C 28
17 D 28
33 D 28
6 E 30
32 E 30
8 F 30
35 F 30
40 H 30
21 A 31
33 C 31
16 E 31
7 G 31
20 B 32
12 B 32
36 B 33
17 E 34
35 E 34
1 G 34
32 D 35
8 G 35
21 B 36
33 B 36
16 D 36
34 G 36
20 C 37
32 C 38
16 C 39
35 D 39
42 H 39
20 D 40
19 A 41
21 C 41
6 F 41
35 C 42
32 B 43
16 B 44
21 D 44
17 F 44
18 A 45
20 E 45
42 G 45
19 B 46
34 F 46
22 A 47
35 B 47
20 F 49
38 G 49
37 H 49
41 H 49
18 B 50
21 E 50
34 E 50
42 F 50
26 A 51
19 C 51
22 B 52
19 D 54
21 F 54
38 F 54
6 G 54
17 G 54
20 G 54
40 G 54
37 G 54
45 H 54
18 C 55
34 D 55
26 B 56
25 A 57
22 C 57
34 C 58
18 D 58
38 E 58
19 E 59
40 F 59
37 F 59
21 G 59
39 H 59
42 E 60
26 C 61
27 A 62
25 B 62
34 B 63
22 D 63
38 D 63
18 E 63
40 E 63
37 E 63
19 F 63
45 G 63
28 A 64
26 D 65
42 D 65
23 A 66
38 C 66
27 B 67
25 C 67
42 C 68
40 D 68
37 D 68
22 E 68
18 F 68
45 F 68
25 D 70
24 A 71
28 B 71
38 B 71
40 C 71
37 C 71
39 G 71
43 H 71
27 C 72
26 E 72
45 E 72
23 B 73
42 B 73
27 D 75
24 B 76
40 B 76
37 B 76
28 C 76
22 F 76
39 F 76
19 G 76
29 A 77
45 D 77
48 H 77
23 C 78
41 G 78
31 A 79
28 D 79
25 E 79
26 F 79
45 C 80
27 E 80
39 E 80
24 C 81
22 G 81
30 A 82
29 B 82
18 G 82
48 G 82
25 F 83
41 F 83
26 G 84
43 G 84
31 B 85
45 B 85
23 D 85
39 D 85
44 H 85
47 H 86
29 C 87
41 E 87
27 F 87
48 F 87
39 C 88
25 G 88
49 H 89
31 C 90
23 E 90
28 E 91
48 E 91
43 F 91
24 D 92
41 D 92
27 G 92
30 B 93
39 B 93
46 H 93
41 C 95
43 E 95
23 F 95
49 G 95
29 D 96
48 D 96
47 G 96
A B 6 11 B
B A 10 18 A
B A 12 22 A
B A 13 20 A
B A 14 21 A
B A 15 19 A
B A 16 28 A
B A 32 27 A
B A 33 25 A
B A 34 24 A
B A 35 23 A
B A 36 26 A
B A 37 -1 -1
B A 38 29 A
B A 39 -1 -1
B A 40 30 A
B A 42 31 A
B A 45 -1 -1
B A 9 17 A
B C 7 15 C
B C 8 14 C
C B 10 20 B
C B 11 6 B
C B 12 21 B
C B 13 17 B
C B 16 26 B
C B 32 22 B
C B 33 18 B
C B 34 27 B
C B 35 25 B
C B 36 19 B
C B 37 29 B
C B 38 28 B
C B 39 30 B
C B 40 24 B
C B 41 -1 -1
C B 42 23 B
C B 45 31 B
D C 10 17 C
D C 11 8 C
D C 12 20 C
D C 13 7 C
D C 14 1 C
D C 15 6 C
D C 16 22 C
D C 32 18 C
D C 33 19 C
D C 34 25 C
D C 35 26 C
D C 36 21 C
D C 37 24 C
D C 38 27 C
D C 39 31 C
D C 40 23 C
D C 41 -1 -1
D C 42 28 C
D C 45 29 C
D C 48 -1 -1
D E 7 36 E
E D 10 6 D
E D 12 1 D
E D 15 8 D
E D 16 21 D
E D 32 20 D
E D 33 17 D
E D 34 18 D
E D 35 19 D
E D 37 27 D
E D 38 22 D
E D 39 23 D
E D 40 25 D
E D 41 24 D
E D 42 26 D
E D 43 -1 -1
E D 45 28 D
E D 48 29 D
E F 20 42 F
E F 23 -1 -1
E F 25 41 F
E F 4 15 F
E F 7 16 F
F E 32 6 E
F E 33 8 E
F E 34 21 E
F E 35 17 E
F E 36 1 E
F E 37 22 E
F E 38 19 E
F E 39 27 E
F E 40 18 E
F E 43 -1 -1
F E 45 26 E
F E 48 28 E
F G 0 16 G
F G 17 38 G
F G 20 40 G
F G 23 -1 -1
F G 26 43 G
F G 4 36 G
G F 15 3 F
G F 32 1 F
G F 33 7 F
G F 34 6 F
G F 35 8 F
G F 37 19 F
G F 39 22 F
G F 41 25 F
G F 42 21 F
G F 45 18 F
G F 47 -1 -1
G F 48 27 F
G F 49 -1 -1
G H 0 34 H
G H 1 42 H
G H 2 32 H
G H 20 39 H
G H 22 47 H
G H 25 46 H
G H 26 49 H
G H 5 35 H
H G 33 3 G
H G 36 4 G
H G 37 6 G
H G 38 7 G
H G 40 8 G
H G 41 17 G
H G 43 19 G
H G 44 27 G
H G 45 21 G
H G 48 18 G
575
testcase13 427
278 147
7 D 0
2 G 0
0 E 1
3 E 2
8 E 3
10 H 3
13 A 5
7 C 5
4 D 5
6 D 5
0 F 6
10 G 6
5 A 7
1 E 7
3 F 7
12 A 8
6 C 8
9 E 9
31 H 9
13 B 10
7 B 10
4 E 10
10 F 10
0 G 10
16 A 11
1 F 12
3 G 12
31 G 12
5 B 13
12 B 13
6 B 13
14 A 14
13 C 15
9 D 15
10 E 15
4 F 15
30 H 15
8 D 16
31 F 16
11 A 18
16 B 18
5 C 18
12 C 18
9 C 18
13 D 18
30 G 18
14 B 19
4 G 19
29 H 19
8 C 20
5 D 21
12 D 21
10 D 21
31 E 21
30 F 22
1 G 22
29 G 22
28 H 22
9 B 23
16 C 23
13 E 23
11 B 24
14 C 24
10 C 24
8 B 25
16 D 26
31 D 26
12 E 26
29 F 26
32 H 26
14 D 27
5 E 27
30 E 27
28 G 27
15 A 28
10 B 29
11 C 29
31 C 29
32 G 29
29 E 31
13 F 31
12 F 31
28 F 31
19 A 32
11 D 32
14 E 32
37 H 32
15 B 33
16 E 33
5 F 33
32 F 33
36 H 33
31 B 34
30 D 34
13 G 35
12 G 35
37 G 35
28 E 36
36 G 36
19 B 37
30 C 37
11 E 37
14 F 37
5 G 37
15 C 38
32 E 38
16 F 38
29 D 39
37 F 39
34 H 39
36 F 40
15 D 41
14 G 41
30 B 42
19 C 42
29 C 42
11 F 42
16 G 42
34 G 42
18 A 43
35 H 43
28 D 44
19 D 45
36 E 45
21 A 46
17 A 46
34 F 46
11 G 46
35 G 46
33 H 46
29 B 47
20 A 48
28 C 48
37 E 48
33 G 49
18 B 50
15 E 50
35 F 50
17 B 51
34 E 51
24 A 52
21 B 53
28 B 53
32 D 53
19 E 53
20 B 54
36 D 54
18 C 55
15 F 55
33 F 55
17 C 56
32 C 56
34 D 56
35 E 56
23 A 57
24 B 57
36 C 57
41 H 57
43 H 57
21 C 58
18 D 58
20 C 59
34 C 59
17 D 59
33 E 60
19 F 60
15 G 60
41 G 60
22 A 61
32 B 61
21 D 61
43 G 61
36 B 62
37 D 62
23 B 63
24 C 63
34 B 64
17 E 64
41 F 64
19 G 64
38 H 64
37 C 65
20 D 65
33 D 65
22 B 66
24 D 66
35 D 66
18 E 66
43 F 66
21 E 67
38 G 67
39 H 67
40 H 67
25 A 68
23 C 68
33 C 68
41 E 69
17 F 69
37 B 70
20 E 70
40 G 70
22 C 71
35 C 71
23 D 71
24 E 71
43 E 71
18 F 71
38 F 71
21 F 72
25 B 73
33 B 73
17 G 73
22 D 74
41 D 74
40 F 74
27 A 75
20 F 75
18 G 75
39 G 75
42 H 75
35 B 76
38 E 76
21 G 76
41 C 77
43 D 77
23 E 77
25 C 78
24 F 78
42 G 78
40 E 79
39 F 79
20 G 79
49 H 79
43 C 80
45 H 81
27 B 82
41 B 82
23 F 82
42 F 82
24 G 82
49 G 82
25 D 83
22 E 83
48 H 83
40 D 84
44 H 84
26 A 85
43 B 85
38 D 86
49 F 86
23 G 86
45 G 86
27 C 87
40 C 87
39 E 87
42 E 88
22 F 88
44 G 88
47 H 88
38 C 89
25 E 89
27 D 90
45 F 90
48 G 90
46 H 91
26 B 92
40 B 92
44 F 92
22 G 92
47 G 92
38 B 94
42 D 94
25 F 94
48 F 94
49 E 95
45 E 95
39 D 96
46 G 96
A B 11 31 B
A B 12 9 B
A B 13 7 B
A B 14 10 B
A B 15 30 B
A B 16 8 B
A B 17 36 B
A B 18 28 B
A B 19 29 B
A B 20 34 B
A B 21 32 B
A B 22 35 B
A B 23 33 B
A B 24 37 B
A B 25 41 B
A B 26 40 B
A B 27 43 B
A B 5 6 B
B A 38 -1 -1
B C 11 30 C
B C 12 9 C
B C 14 31 C
B C 16 10 C
B C 17 36 C
B C 18 32 C
B C 19 29 C
B C 20 34 C
B C 22 35 C
B C 23 33 C
B C 24 37 C
B C 25 43 C
C B 28 21 B
C B 38 -1 -1
C B 40 26 B
C B 41 27 B
C B 6 5 B
C B 7 13 B
C B 8 15 B
C D 24 35 D
D C 10 14 C
D C 28 18 C
D C 29 19 C
D C 30 15 C
D C 31 11 C
D C 32 17 C
D C 33 22 C
D C 34 20 C
D C 36 21 C
D C 37 23 C
D C 38 -1 -1
D C 39 -1 -1
D C 40 -1 -1
D C 41 25 C
D C 42 -1 -1
D C 43 27 C
D C 6 5 C
D C 7 13 C
D C 8 16 C
D C 9 12 C
D E 11 32 E
D E 12 30 E
D E 14 28 E
D E 19 34 E
D E 23 38 E
D E 24 43 E
D E 25 42 E
D E 4 10 E
E D 29 15 D
E D 31 16 D
E D 33 20 D
E D 35 21 D
E D 36 18 D
E D 37 17 D
E D 39 -1 -1
E D 40 27 D
E D 41 22 D
E D 45 -1 -1
E D 49 -1 -1
E D 8 13 D
E D 9 5 D
E F 0 10 F
E F 1 30 F
E F 11 35 F
E F 12 32 F
E F 13 28 F
E F 14 36 F
E F 15 33 F
E F 16 34 F
E F 17 38 F
E F 18 40 F
E F 19 41 F
E F 20 42 F
E F 21 39 F
E F 22 45 F
E F 23 49 F
E F 25 48 F
E F 3 31 F
E F 4 29 F
E F 5 37 F
F E 43 24 E
F E 44 -1 -1
F G 0 31 G
F G 12 37 G
F G 14 34 G
F G 16 35 G
F G 19 38 G
F G 21 42 G
F G 22 47 G
F G 24 49 G
F G 3 30 G
F G 4 29 G
G F 10 1 F
G F 28 13 F
G F 32 5 F
G F 33 15 F
G F 36 11 F
G F 39 23 F
G F 40 20 F
G F 41 17 F
G F 43 18 F
G F 44 -1 -1
G F 45 25 F
G F 46 -1 -1
G F 48 -1 -1
G H 0 30 H
G H 14 33 H
G H 2 10 H
G H 4 28 H
H G 29 1 G
H G 31 3 G
H G 32 13 G
H G 34 16 G
H G 35 11 G
H G 36 5 G
H G 37 12 G
H G 38 17 G
H G 39 18 G
H G 40 21 G
H G 41 15 G
H G 42 20 G
H G 43 19 G
H G 44 -1 -1
H G 45 23 G
H G 46 -1 -1
H G 47 -1 -1
H G 48 22 G
H G 49 24 G
518
testcase14 357
235 120
8 A 2
0 B 2
1 C 2
2 D 2
7 A 5
38 E 5
3 B 6
8 B 7
1 B 7
0 C 7
2 C 7
7 B 9
0 D 10
36 E 10
6 A 11
2 B 12
7 C 14
37 E 14
10 A 15
6 B 15
38 D 15
36 D 15
40 E 15
4 A 17
7 D 17
8 C 18
38 C 18
10 B 19
37 D 19
5 A 20
6 C 20
36 C 20
35 E 20
4 B 21
8 D 21
39 E 21
34 E 21
9 A 23
38 B 23
37 C 23
6 D 23
40 D 23
5 B 24
10 C 24
36 B 25
35 D 25
4 C 26
40 C 26
34 D 26
42 E 26
9 B 27
10 D 27
39 D 27
37 B 28
35 C 28
11 A 29
5 C 29
34 C 29
4 D 29
40 B 31
39 C 31
42 D 31
14 A 32
9 C 32
5 D 32
11 B 33
35 B 33
44 E 33
34 B 34
42 C 34
9 D 35
14 B 36
39 B 36
43 E 36
13 A 38
16 A 38
11 C 38
42 B 39
44 D 40
14 C 41
11 D 41
43 D 41
16 B 42
12 A 43
44 C 44
43 C 44
14 D 44
13 B 45
45 E 45
16 C 47
41 E 48
12 B 49
44 B 49
43 B 49
13 C 50
16 D 50
45 D 50
51 E 52
50 E 52
15 A 53
23 A 53
45 C 53
13 D 53
41 D 53
20 A 54
18 A 54
47 E 54
17 A 56
12 C 56
41 C 56
15 B 57
23 B 57
51 D 57
20 B 58
45 B 58
12 D 59
22 A 60
17 B 60
51 C 60
50 D 60
47 D 60
41 B 61
48 E 61
15 C 62
23 C 62
20 C 63
50 C 63
47 C 63
49 E 63
19 A 64
22 B 64
21 A 65
18 B 65
51 B 65
17 C 65
15 D 65
23 D 65
20 D 66
48 D 66
19 B 68
50 B 68
47 B 68
17 D 68
49 D 68
21 B 69
22 C 69
48 C 69
18 C 71
49 C 71
46 E 71
22 D 72
19 C 73
48 B 74
21 C 74
18 D 74
28 A 76
49 B 76
19 D 76
46 D 76
21 D 77
53 E 77
56 E 78
25 A 79
46 C 79
58 E 79
53 D 82
52 E 82
28 B 83
25 B 83
56 D 83
26 A 84
46 B 84
53 C 85
58 D 85
54 E 85
56 C 86
52 D 87
24 A 88
26 B 88
28 C 88
25 C 88
58 C 88
53 B 90
52 C 90
54 D 90
27 A 91
56 B 91
28 D 91
25 D 91
55 E 91
24 B 92
58 B 93
26 C 93
54 C 93
57 E 94
52 B 95
26 D 96
55 D 96
24 C 97
54 B 98
27 B 99
55 C 99
57 D 99
24 D 100
30 A 101
29 A 102
61 E 102
31 A 103
27 C 104
57 C 104
30 B 105
55 B 105
29 B 107
31 B 107
27 D 107
59 E 107
61 D 108
57 B 109
30 C 110
60 E 111
29 C 112
31 C 112
61 C 112
30 D 113
59 D 113
33 A 115
32 A 115
31 D 115
59 C 116
29 D 116
60 D 116
33 B 119
32 B 119
61 B 119
60 C 119
A B 10 38 B
A B 11 35 B
A B 14 39 B
A B 16 44 B
A B 17 50 B
A B 18 51 B
A B 19 48 B
A B 20 41 B
A B 21 49 B
A B 22 47 B
A B 23 45 B
A B 24 58 B
A B 25 53 B
A B 26 56 B
A B 27 52 B
A B 28 46 B
A B 30 55 B
A B 31 57 B
A B 32 -1 -1
A B 33 61 B
A B 4 36 B
A B 5 37 B
A B 7 2 B
A B 8 3 B
A B 9 40 B
B A 1 6 A
B A 34 13 A
B A 42 12 A
B A 43 15 A
B A 54 29 A
B C 0 2 C
B C 10 40 C
B C 13 41 C
B C 16 45 C
B C 17 48 C
B C 19 46 C
B C 20 47 C
B C 21 53 C
B C 22 49 C
B C 23 50 C
B C 25 52 C
B C 26 54 C
B C 27 57 C
B C 28 58 C
B C 29 61 C
B C 31 59 C
B C 32 -1 -1
B C 33 -1 -1
B C 4 35 C
B C 5 34 C
B C 6 36 C
B C 7 38 C
B C 9 42 C
C B 1 8 B
C B 37 11 B
C B 39 14 B
C B 43 15 B
C B 44 12 B
C B 51 18 B
C B 55 30 B
C B 56 24 B
C B 60 -1 -1
C D 10 39 D
C D 14 45 D
C D 19 53 D
C D 21 56 D
C D 22 46 D
C D 23 48 D
C D 25 55 D
C D 30 59 D
C D 31 60 D
C D 7 37 D
D C 2 0 C
D C 34 9 C
D C 35 5 C
D C 36 6 C
D C 38 8 C
D C 40 4 C
D C 41 12 C
D C 42 11 C
D C 43 13 C
D C 44 16 C
D C 47 17 C
D C 49 18 C
D C 50 20 C
D C 51 15 C
D C 52 26 C
D C 54 24 C
D C 57 27 C
D C 58 28 C
D C 61 29 C
D E 18 58 E
D E 21 52 E
D E 22 53 E
D E 31 -1 -1
E D 34 5 D
E D 35 10 D
E D 36 7 D
E D 37 8 D
E D 38 0 D
E D 39 4 D
E D 40 6 D
E D 41 13 D
E D 42 9 D
E D 43 14 D
E D 44 11 D
E D 45 16 D
E D 46 19 D
E D 47 23 D
E D 48 20 D
E D 49 17 D
E D 50 15 D
E D 51 12 D
E D 54 25 D
E D 55 26 D
E D 56 28 D
E D 57 24 D
E D 59 30 D
E D 60 29 D
E D 61 27 D
270
testcase15 329
216 111
1 C 0
3 C 2
33 E 2
4 C 3
1 D 4
2 D 5
33 D 5
0 B 6
3 B 6
4 B 8
34 E 8
32 E 8
10 A 11
34 D 11
32 D 11
5 A 12
0 C 12
33 C 12
11 A 14
31 E 14
10 B 15
34 C 15
32 C 15
5 B 16
0 D 16
33 B 17
31 D 17
6 A 18
11 B 19
34 B 19
32 B 19
10 C 19
35 E 19
8 A 20
5 C 20
9 A 21
7 A 21
6 B 22
31 C 22
10 D 23
15 A 24
8 B 24
11 C 24
5 D 24
35 D 24
7 B 25
37 E 25
9 B 26
31 B 26
6 C 26
8 C 28
35 C 28
11 D 28
37 D 28
7 C 29
14 A 30
9 C 30
6 D 30
16 A 31
35 B 32
37 C 32
8 D 32
7 D 33
36 E 33
15 B 34
14 B 34
9 D 34
16 B 35
41 E 35
37 B 36
36 D 36
15 C 38
14 C 38
41 D 38
16 C 39
40 E 39
36 C 40
41 C 42
15 D 42
14 D 42
40 D 42
16 D 43
38 E 43
13 A 44
36 B 44
39 E 45
17 A 46
41 B 46
40 C 46
38 D 46
18 A 47
12 A 48
13 B 48
39 D 48
21 A 50
17 B 50
