10
testcase10 320
207 111
C B 39 -1 -1
C B 40 28 B
C B 41 -1 -1
C B 42 24 B
C B 45 31 B
D C 10 6 C
D C 11 1 C
D C 12 17 C
D C 13 7 C
D C 14 8 C
D C 15 20 C
D C 16 26 C
D C 32 22 C
D C 33 19 C
D C 34 25 C
D C 35 18 C
D C 36 21 C
D C 37 24 C
D C 38 28 C
D C 39 31 C
D C 40 27 C
D C 41 30 C
D C 42 23 C
D C 45 29 C
D C 48 -1 -1
D E 1 36 E
E D 10 8 D
E D 12 7 D
E D 15 6 D
E D 16 19 D
E D 32 21 D
E D 33 17 D
E D 34 18 D
E D 35 20 D
E D 37 27 D
E D 38 22 D
E D 39 23 D
E D 40 26 D
E D 41 24 D
E D 42 25 D
E D 43 31 D
E D 44 29 D
E D 45 28 D
E D 47 -1 -1
E D 48 -1 -1
E F 1 16 F
E F 27 48 F
E F 4 15 F
E F 8 33 F
F E 32 17 E
F E 34 20 E
F E 35 6 E
F E 36 7 E
F E 37 26 E
F E 38 21 E
F E 39 18 E
F E 40 19 E
F E 41 28 E
F E 42 22 E
F E 43 24 E
F E 44 23 E
F E 45 25 E
F E 47 -1 -1
F G 0 36 G
F G 21 45 G
F G 25 49 G
F G 4 35 G
F G 6 40 G
G F 15 3 F
G F 16 1 F
G F 32 7 F
G F 33 8 F
G F 34 17 F
G F 37 22 F
G F 38 20 F
G F 39 19 F
G F 41 26 F
G F 42 18 F
G F 43 28 F
G F 44 27 F
G F 46 -1 -1
G F 47 24 F
G F 48 23 F
G H 18 49 H
G H 2 33 H
G H 20 41 H
G H 28 -1 -1
G H 4 38 H
G H 5 32 H
G H 6 39 H
G H 7 37 H
G H 8 40 H
H G 34 1 G
H G 35 3 G
H G 36 0 G
H G 42 17 G
H G 43 19 G
H G 44 22 G
H G 45 21 G
H G 46 27 G
H G 47 25 G
H G 48 26 G
917
testcase13 419
273 144
7 D 0
0 E 0
8 E 0
5 A 1
3 E 1
2 G 1
6 D 2
7 C 3
4 D 3
16 A 4
10 H 4
0 F 5
12 A 6
8 D 6
6 C 7
1 E 7
3 F 7
5 B 8
7 B 8
4 E 8
9 E 8
0 G 9
10 G 9
31 H 9
8 C 10
13 A 11
12 B 11
16 B 12
6 B 12
1 F 12
3 G 12
31 G 12
5 C 13
10 F 13
14 A 14
4 F 14
8 B 15
30 H 15
13 B 16
12 C 16
5 D 16
31 F 16
1 G 16
16 C 17
9 D 17
29 H 17
4 G 18
30 G 18
28 H 18
14 B 19
12 D 19
10 E 19
11 A 20
9 C 20
29 G 20
32 H 20
15 A 21
13 C 21
31 E 21
30 F 22
14 C 24
16 D 24
12 E 24
29 F 24
9 B 25
10 D 25
13 D 26
31 D 26
14 D 27
30 E 27
11 B 28
10 C 28
31 C 29
29 E 29
16 E 30
12 F 30
28 G 31
15 B 32
30 D 32
14 E 32
37 H 32
10 B 33
11 C 33
31 B 34
5 E 34
12 G 34
32 G 34
30 C 35
16 F 35
28 F 35
11 D 36
29 D 36
36 H 36
15 C 37
14 F 37
32 F 38
29 C 39
16 G 39
30 B 40
28 E 40
5 F 40
37 G 40
19 A 41
15 D 41
13 E 41
14 G 41
36 G 41
34 H 42
37 F 44
20 A 45
18 A 45
17 A 45
28 D 45
32 E 45
36 F 45
5 G 45
34 G 45
19 B 46
29 B 46
13 F 46
35 H 46
33 H 46
21 A 47
28 C 48
37 E 49
34 F 49
41 H 49
17 B 50
32 D 50
13 G 50
19 C 51
21 B 52
15 E 52
33 G 52
24 A 53
20 B 53
18 B 53
28 B 53
41 G 53
19 D 54
11 E 54
23 A 55
17 C 55
32 C 55
36 E 55
34 E 55
35 G 55
37 D 56
21 C 57
15 F 57
33 F 57
43 H 57
18 C 58
17 D 58
20 C 59
37 C 59
11 F 59
41 F 59
23 B 60
32 B 60
21 D 60
35 F 60
25 A 61
18 D 61
36 D 61
15 G 61
24 B 62
33 E 62
43 G 62
34 D 63
17 E 63
11 G 63
37 B 64
36 C 64
41 E 64
19 E 65
35 E 65
23 C 66
34 C 66
18 E 66
20 D 67
33 D 67
21 E 67
38 H 67
39 H 67
40 H 67
22 A 68
25 B 68
17 F 68
43 F 68
36 B 69
42 H 69
24 C 70
33 C 70
23 D 70
35 D 70
19 F 70
38 G 70
40 G 70
34 B 71
18 F 71
21 F 72
17 G 72
25 C 73
35 C 73
24 D 73
41 D 74
38 F 74
40 F 74
19 G 74
27 A 75
22 B 75
33 B 75
18 G 75
39 G 75
25 D 76
20 E 76
23 E 76
21 G 76
42 G 76
41 C 77
35 B 78
24 E 78
43 E 78
49 H 78
44 H 78
40 E 79
22 C 80
38 E 81
20 F 81
23 F 81
39 F 81
42 F 81
44 G 81
27 B 82
41 B 82
49 G 82
45 H 82
25 E 83
48 H 83
22 D 84
40 D 84
24 F 85
44 F 85
20 G 85
23 G 85
45 G 85
38 D 86
42 E 86
27 C 87
40 C 87
43 D 87
25 F 88
49 F 88
38 C 89
24 G 89
22 E 90
45 F 90
46 H 90
43 C 91
27 D 91
40 B 92
25 G 92
49 E 93
48 G 93
46 G 93
38 B 94
42 D 94
44 E 94
26 A 95
45 E 95
22 F 95
27 E 96
A B 11 31 B
A B 12 8 B
A B 13 9 B
A B 14 10 B
A B 15 30 B
A B 16 6 B
A B 17 37 B
A B 18 32 B
A B 19 29 B
A B 20 28 B
A B 21 36 B
A B 22 41 B
A B 23 33 B
A B 24 34 B
A B 25 35 B
A B 26 -1 -1
A B 27 40 B
A B 5 7 B
B A 38 -1 -1
B C 11 30 C
B C 12 9 C
B C 14 10 C
B C 15 29 C
B C 17 32 C
B C 18 36 C
B C 21 37 C
B C 22 40 C
B C 23 34 C
B C 24 33 C
B C 25 35 C
C B 28 20 B
C B 31 19 B
C B 38 -1 -1
C B 41 27 B
C B 43 -1 -1
C B 6 16 B
C B 7 5 B
C B 8 13 B
C D 14 30 D
C D 18 36 D
D C 10 11 C
D C 28 17 C
D C 29 19 C
D C 31 15 C
D C 32 21 C
D C 33 24 C
D C 34 23 C
D C 35 25 C
D C 37 20 C
D C 38 -1 -1
D C 40 27 C
D C 41 22 C
D C 42 -1 -1
D C 43 -1 -1
D C 6 12 C
D C 7 5 C
D C 8 16 C
D C 9 13 C
D E 12 30 E
D E 14 28 E
D E 15 37 E
D E 17 41 E
D E 24 43 E
D E 25 38 E
D E 4 9 E
E D 10 16 D
E D 29 11 D
E D 31 13 D
E D 32 19 D
E D 33 20 D
E D 34 18 D
E D 35 23 D
E D 36 21 D
E D 40 22 D
E D 42 27 D
E D 44 -1 -1
E D 45 -1 -1
E D 49 -1 -1
E D 8 5 D
E F 0 10 F
E F 1 30 F
E F 11 41 F
E F 12 28 F
E F 13 34 F
E F 14 37 F
E F 15 33 F
E F 16 32 F
E F 17 43 F
E F 18 38 F
E F 20 39 F
E F 21 40 F
E F 22 -1 -1
E F 23 42 F
E F 24 44 F
E F 25 49 F
E F 3 31 F
E F 4 29 F
E F 5 36 F
F E 35 19 E
F E 45 27 E
F G 0 10 G
F G 1 30 G
F G 12 32 G
F G 14 36 G
F G 18 39 G
F G 21 42 G
F G 3 31 G
F G 4 29 G
F G 5 34 G
G F 28 16 F
G F 33 15 F
G F 35 17 F
G F 37 13 F
G F 38 20 F
G F 40 23 F
G F 41 11 F
G F 43 19 F
G F 44 24 F
G F 45 22 F
G F 46 -1 -1
G F 48 -1 -1
G F 49 25 F
G H 0 30 H
G H 1 32 H
G H 2 10 H
G H 4 37 H
H G 28 16 G
H G 29 12 G
H G 31 3 G
H G 33 15 G
H G 34 5 G
H G 35 13 G
H G 36 14 G
H G 38 19 G
H G 39 18 G
H G 40 21 G
H G 41 11 G
H G 42 20 G
H G 43 17 G
H G 44 24 G
H G 45 25 G
H G 46 -1 -1
H G 48 -1 -1
H G 49 23 G
649
testcase14 358
236 120
7 A 1
0 B 2
1 C 2
8 A 4
3 B 4
2 D 5
38 E 5
7 B 6
1 B 7
0 C 7
6 A 8
8 B 8
2 C 8
0 D 10
38 D 10
36 E 10
7 C 11
6 B 12
37 E 12
2 B 13
38 C 13
10 A 15
7 D 15
39 E 15
4 A 16
35 E 16
40 E 17
8 C 18
36 D 18
34 E 18
9 A 19
5 A 19
10 B 19
38 B 19
6 C 19
4 B 20
39 D 20
36 C 21
8 D 21
37 D 21
6 D 22
35 D 22
40 D 22
9 B 23
5 B 24
10 C 24
39 C 24
4 C 25
37 C 25
36 B 26
40 C 26
34 D 26
35 C 27
10 D 27
42 E 27
11 A 28
9 C 28
4 D 28
39 B 29
5 C 29
34 C 29
37 B 30
14 A 31
9 D 31
11 B 32
40 B 32
35 B 32
5 D 32
42 D 32
44 E 33
43 E 33
34 B 34
14 B 35
42 C 35
13 A 36
11 C 37
45 E 37
16 A 38
44 D 38
43 D 38
42 B 40
11 D 40
13 B 41
14 C 41
16 B 42
44 C 44
43 C 44
14 D 44
12 A 45
45 D 45
13 C 46
15 A 47
16 C 47
41 E 47
45 C 48
12 B 49
44 B 49
43 B 49
13 D 49
16 D 50
15 B 51
51 E 51
20 A 52
23 A 52
41 D 52
50 E 52
45 B 53
18 A 54
12 C 54
47 E 54
22 A 55
41 C 55
17 A 56
20 B 56
23 B 56
51 D 56
12 D 57
50 D 58
48 E 58
22 B 59
15 C 59
51 C 59
47 D 59
17 B 60
41 B 60
20 C 61
23 C 61
50 C 61
19 A 62
21 A 62
18 B 62
47 C 62
15 D 62
49 E 62
48 D 63
51 B 64
22 C 64
20 D 64
23 D 64
17 C 65
19 B 66
50 B 66
48 C 66
47 B 67
18 C 67
22 D 67
49 D 67
17 D 68
21 B 69
49 C 70
48 B 71
19 C 71
18 D 71
46 E 71
28 A 74
25 A 74
21 C 74
19 D 74
49 B 75
46 D 76
21 D 77
53 E 77
56 E 78
46 C 79
58 E 79
24 A 80
28 B 80
25 B 80
53 D 82
52 E 82
26 A 83
56 D 83
46 B 84
58 D 84
53 C 85
54 E 85
24 B 86
28 C 86
25 C 86
56 C 86
55 E 86
58 C 87
52 D 87
26 B 88
28 D 89
25 D 89
53 B 90
54 D 90
27 A 91
56 B 91
24 C 91
52 C 91
55 D 91
58 B 92
26 C 93
54 C 93
24 D 94
57 E 94
52 B 96
26 D 96
27 B 98
54 B 98
29 A 100
31 A 100
30 A 100
55 C 100
57 D 101
29 B 104
30 B 104
27 C 104
57 C 104
33 A 105
31 B 105
55 B 105
61 E 105
27 D 107
59 E 108
57 B 109
30 C 109
31 C 110
29 C 111
30 D 112
61 D 112
60 E 112
31 D 113
59 D 113
33 B 114
29 D 114
32 A 115
61 C 115
59 C 116
60 D 117
32 B 119
33 C 119
61 B 120
60 C 120
A B 10 38 B
A B 11 40 B
A B 12 44 B
A B 14 42 B
A B 15 45 B
A B 17 47 B
A B 19 48 B
A B 20 41 B
A B 21 49 B
A B 22 50 B
A B 23 51 B
A B 24 56 B
A B 25 53 B
A B 26 58 B
A B 27 52 B
A B 28 46 B
A B 29 55 B
A B 30 61 B
A B 31 57 B
A B 32 -1 -1
A B 4 36 B
A B 5 37 B
A B 7 1 B
A B 8 2 B
A B 9 39 B
B A 3 6 A
B A 34 16 A
B A 35 13 A
B A 43 18 A
B A 54 33 A
B C 0 2 C
B C 10 39 C
B C 13 45 C
B C 16 41 C
B C 17 49 C
B C 18 46 C
B C 20 50 C
B C 21 53 C
B C 22 48 C
B C 23 47 C
B C 24 52 C
B C 25 58 C
B C 26 54 C
B C 27 57 C
B C 28 56 C
B C 29 61 C
B C 30 59 C
B C 32 -1 -1
B C 33 60 C
B C 4 37 C
B C 5 42 C
B C 6 36 C
B C 7 38 C
B C 9 34 C
C B 1 8 B
C B 35 14 B
C B 40 11 B
C B 43 15 B
C B 44 12 B
C B 51 19 B
C B 55 31 B
C D 0 38 D
C D 16 41 D
C D 17 46 D
C D 19 53 D
C D 21 56 D
C D 23 49 D
C D 25 55 D
C D 28 54 D
C D 29 60 D
C D 30 61 D
C D 31 59 D
C D 33 -1 -1
C D 6 35 D
C D 8 37 D
D C 2 7 C
D C 34 5 C
D C 36 10 C
D C 39 4 C
D C 40 9 C
D C 42 11 C
D C 43 13 C
D C 44 14 C
D C 45 12 C
D C 47 22 C
D C 48 18 C
D C 50 20 C
D C 51 15 C
D C 52 26 C
D C 57 27 C
D C 58 24 C
D E 16 48 E
D E 17 53 E
D E 18 56 E
D E 19 58 E
D E 25 57 E
D E 27 60 E
D E 29 -1 -1
E D 34 9 D
E D 35 10 D
E D 36 7 D
E D 37 8 D
E D 38 0 D
E D 39 6 D
E D 40 4 D
E D 41 12 D
E D 42 5 D
E D 43 14 D
E D 44 11 D
E D 45 13 D
E D 46 21 D
E D 47 23 D
E D 49 22 D
E D 50 20 D
E D 51 15 D
E D 52 28 D
E D 54 24 D
E D 55 26 D
E D 59 31 D
E D 61 30 D
379
testcase15 329
216 111
1 C 0
3 C 0
33 E 2
0 B 4
2 D 4
1 D 4
33 D 5
3 B 6
4 C 6
34 E 8
32 E 8
0 C 9
33 C 10
10 A 11
4 B 11
34 D 11
32 D 11
0 D 13
11 A 14
5 A 15
7 A 15
10 B 15
33 B 15
34 C 15
32 C 15
31 E 15
9 A 17
6 A 17
35 E 17
11 B 18
31 D 18
8 A 19
5 B 19
7 B 19
34 B 19
32 B 19
10 C 19
6 B 21
35 D 21
11 C 22
10 D 23
8 B 24
7 C 24
5 C 25
6 C 25
31 C 25
37 E 25
9 B 26
11 D 26
15 A 28
14 A 28
16 A 28
8 C 28
35 C 28
7 D 28
37 D 28
31 B 29
5 D 29
6 D 29
9 C 30
35 B 32
37 C 32
8 D 32
36 E 32
14 B 33
16 B 33
41 E 33
15 B 34
9 D 34
13 A 35
36 D 35
37 B 36
41 D 36
14 C 37
