10
testcase10 314
204 108
C B 6 7 B
C D 11 25 D
C D 12 24 D
C D 13 26 D
C D 15 27 D
C D 16 28 D
C D 17 30 D
D C 22 14 C
D C 23 10 C
D C 29 -1 -1
D C 31 20 C
D C 32 19 C
D C 4 9 C
D C 5 8 C
D C 6 7 C
D E 13 28 E
D E 15 30 E
D E 16 31 E
D E 2 4 E
E D 22 10 D
E D 23 8 D
E D 24 12 D
E D 25 11 D
E D 26 14 D
E D 27 17 D
E D 29 20 D
E D 32 19 D
E D 5 9 D
E D 6 7 D
E F 0 23 F
E F 10 32 F
E F 11 31 F
E F 12 30 F
E F 13 28 F
E F 14 27 F
E F 15 33 F
E F 16 29 F
E F 17 34 F
E F 19 -1 -1
E F 2 22 F
E F 20 -1 -1
E F 7 26 F
F E 24 8 E
F E 25 9 E
F E 5 3 E
F E 6 1 E
F G 0 22 G
F G 1 23 G
F G 10 30 G
F G 11 29 G
F G 12 33 G
F G 13 32 G
F G 14 31 G
F G 15 -1 -1
F G 16 34 G
F G 17 -1 -1
F G 19 -1 -1
F G 2 25 G
F G 20 -1 -1
F G 3 26 G
F G 7 28 G
F G 8 27 G
G F 24 9 F
G H 0 26 H
G H 10 30 H
G H 11 29 H
G H 12 33 H
G H 13 27 H
G H 14 32 H
G H 15 -1 -1
G H 16 34 H
G H 17 -1 -1
G H 19 -1 -1
G H 20 -1 -1
G H 3 25 H
G H 8 28 H
G H 9 31 H
H G 22 2 G
H G 23 1 G
H G 24 7 G
1273
testcase11 405
262 141
0 C 0
2 C 1
4 D 1
3 B 2
1 G 2
26 H 2
6 B 3
7 D 3
4 C 4
2 D 4
8 H 5
3 C 7
7 C 7
0 D 7
26 G 7
2 E 8
5 E 8
4 B 10
3 D 11
2 F 11
5 D 12
0 E 12
26 F 12
11 A 15
26 E 15
0 F 15
2 G 16
8 G 16
10 A 18
11 B 18
5 C 18
26 D 19
3 E 19
10 B 21
8 F 21
0 G 21
9 A 22
7 B 22
26 C 22
3 F 22
11 C 23
8 E 24
27 H 24
9 B 25
5 B 25
11 D 26
26 B 27
10 C 27
27 G 27
29 H 29
8 D 30
15 A 31
10 D 31
12 A 32
9 C 32
27 F 32
3 G 32
29 G 32
8 C 33
11 E 33
15 B 34
10 E 35
27 E 35
25 H 36
12 B 37
11 F 37
29 F 37
27 D 39
10 F 39
25 G 39
14 A 40
8 B 40
29 E 40
24 H 41
27 C 42
9 D 42
11 G 42
13 A 43
15 C 44
29 D 44
25 F 44
10 G 44
24 G 44
12 C 46
9 E 46
27 B 47
29 C 47
15 D 47
25 E 47
13 B 48
9 F 49
24 F 49
25 D 51
14 B 52
29 B 52
24 E 52
31 H 52
13 C 53
12 D 53
25 C 54
9 G 55
31 G 55
32 H 55
28 H 55
13 D 56
24 D 56
18 A 57
15 E 57
32 G 58
17 A 59
25 B 59
24 C 59
12 E 59
16 A 60
18 B 60
15 F 60
31 F 60
28 G 60
35 H 60
14 C 61
17 B 62
12 F 62
19 A 63
13 E 63
31 E 63
32 F 63
30 H 63
16 B 64
24 B 64
14 D 65
28 F 65
15 G 65
32 E 66
13 F 66
30 G 66
18 C 67
17 C 67
31 D 67
12 G 67
35 G 67
19 B 68
28 E 68
34 H 68
14 E 69
31 C 70
17 D 70
32 D 70
30 F 71
13 G 71
33 H 71
18 D 72
28 D 72
14 F 72
16 C 73
19 C 73
32 C 73
17 E 74
30 E 74
35 F 74
33 G 74
31 B 75
28 C 75
19 D 76
18 E 76
36 H 76
16 D 77
35 E 77
17 F 77
14 G 77
34 G 77
32 B 78
30 D 78
18 F 79
33 F 79
36 G 79
28 B 80
19 E 80
30 C 81
35 D 81
33 E 82
34 F 82
17 G 82
19 F 83
21 A 84
36 F 84
18 G 84
35 C 85
34 E 85
30 B 86
33 D 86
21 B 87
16 E 87
36 E 87
40 H 87
19 G 88
33 C 89
34 D 89
35 B 90
16 F 90
40 G 90
36 D 91
21 C 92
34 C 92
22 A 94
20 A 94
33 B 94
36 C 94
21 D 95
40 F 95
16 G 95
39 H 95
22 B 97
20 B 97
34 B 97
40 E 98
39 G 98
23 A 99
36 B 99
21 E 99
38 H 99
23 B 102
22 C 102
20 C 102
40 D 102
21 F 102
38 G 102
39 F 103
37 H 104
40 C 105
22 D 105
20 D 106
39 E 106
23 C 107
38 F 107
21 G 107
37 G 107
41 H 107
22 E 109
40 B 110
23 D 110
39 D 110
20 E 110
38 E 110
41 G 110
42 H 111
22 F 112
37 F 112
39 C 113
20 F 113
38 D 114
23 E 114
42 G 114
37 E 115
41 F 115
38 C 117
23 F 117
22 G 117
39 B 118
41 E 118
20 G 118
37 D 119
42 F 119
A B 14 27 B
A B 16 31 B
A B 17 24 B
A B 9 5 B
B A 25 19 A
B A 26 12 A
B A 28 22 A
B A 29 18 A
B A 30 20 A
B A 32 21 A
B A 33 -1 -1
B A 34 -1 -1
B A 35 23 A
B A 36 -1 -1
B A 39 -1 -1
B A 4 10 A
B A 40 -1 -1
B A 6 11 A
B A 7 15 A
B A 8 13 A
B C 10 8 C
B C 12 27 C
B C 13 25 C
B C 17 32 C
B C 18 31 C
B C 19 28 C
B C 3 7 C
C B 24 16 B
C B 26 15 B
C B 29 14 B
C B 30 21 B
C B 33 20 B
C B 34 23 B
C B 35 22 B
C B 36 -1 -1
C B 38 -1 -1
C B 39 -1 -1
C B 4 11 B
C B 40 -1 -1
C B 5 9 B
C D 0 7 D
C D 10 8 D
C D 12 24 D
C D 14 31 D
C D 15 25 D
C D 16 30 D
C D 17 28 D
C D 18 32 D
C D 19 35 D
C D 2 5 D
C D 9 27 D
D C 26 11 C
D C 29 13 C
D C 33 21 C
D C 34 22 C
D C 36 20 C
D C 37 -1 -1
D C 38 -1 -1
D C 39 -1 -1
D C 4 3 C
D C 40 23 C
D E 0 26 E
D E 10 29 E
D E 11 27 E
D E 12 31 E
D E 13 32 E
D E 14 30 E
D E 15 24 E
D E 16 34 E
D E 17 35 E
D E 19 33 E
D E 2 5 E
D E 20 38 E
D E 3 8 E
D E 9 25 E
E D 28 18 D
E D 36 21 D
E D 37 -1 -1
E D 39 23 D
E D 40 22 D
E D 41 -1 -1
E F 0 8 F
E F 10 25 F
E F 11 29 F
E F 12 32 F
E F 13 30 F
E F 15 31 F
E F 17 33 F
E F 18 34 F
E F 2 26 F
E F 23 42 F
E F 3 27 F
E F 9 24 F
F E 28 14 E
F E 35 19 E
F E 36 16 E
F E 37 -1 -1
F E 38 20 E
F E 39 22 E
F E 40 21 E
F E 41 -1 -1
F G 10 24 G
F G 12 35 G
F G 2 8 G
F G 3 27 G
G F 25 9 F
G F 26 0 F
G F 28 14 F
G F 29 11 F
G F 30 17 F
G F 31 15 F
G F 32 13 F
G F 33 18 F
G F 34 19 F
G F 36 16 F
G F 37 23 F
G F 38 20 F
G F 39 22 F
G F 40 21 F
G F 41 -1 -1
G F 42 -1 -1
G H 0 27 H
G H 1 8 H
H G 24 10 G
H G 25 11 G
H G 26 2 G
H G 28 12 G
H G 29 3 G
H G 30 14 G
H G 31 9 G
H G 32 15 G
H G 33 18 G
H G 34 17 G
H G 35 13 G
H G 36 19 G
H G 37 20 G
H G 38 22 G
H G 39 21 G
H G 40 16 G
H G 41 -1 -1
H G 42 -1 -1
666
testcase12 388
253 133
6 A 1
9 B 2
11 D 2
4 E 2
15 G 2
8 B 3
13 D 3
0 F 3
5 G 4
2 G 4
36 H 4
1 C 5
11 C 5
14 D 5
10 E 5
13 C 6
4 F 6
3 F 7
15 F 7
17 A 8
7 B 8
8 C 8
14 C 8
16 G 8
0 G 9
35 H 9
32 H 9
33 H 9
6 B 10
11 B 10
1 D 10
10 D 10
13 B 11
15 E 11
4 G 11
36 G 11
17 B 13
7 C 13
10 C 13
8 D 13
3 G 14
33 G 14
6 C 15
1 E 15
7 D 16
15 D 16
36 F 16
34 H 16
12 E 18
17 C 19
15 C 19
1 F 19
16 F 19
33 F 19
32 G 19
14 B 20
8 E 20
36 E 20
7 E 23
33 E 23
15 B 24
12 D 24
8 F 24
32 F 24
35 G 24
10 B 25
6 D 25
36 D 25
1 G 25
38 H 26
20 A 27
12 C 27
36 C 28
17 D 28
33 D 28
7 F 29
6 E 30
16 E 30
32 E 30
35 F 30
40 H 30
21 A 31
33 C 31
8 G 31
20 B 32
12 B 32
36 B 33
17 E 34
35 E 34
32 D 35
21 B 36
33 B 36
16 D 36
20 C 37
32 C 38
16 C 39
35 D 39
37 H 39
20 D 40
19 A 41
21 C 41
34 G 41
35 C 42
32 B 43
16 B 44
21 D 44
7 G 44
42 H 44
18 A 45
20 E 45
19 B 46
6 F 46
34 F 46
38 G 46
22 A 47
35 B 47
20 F 49
37 G 49
18 B 50
21 E 50
34 E 50
26 A 51
19 C 51
17 F 51
38 F 51
6 G 51
42 G 51
22 B 52
19 D 54
21 F 54
20 G 54
40 G 54
18 C 55
34 D 55
38 E 55
26 B 56
42 F 56
45 H 56
25 A 57
22 C 57
37 F 57
17 G 57
34 C 58
18 D 58
40 F 59
39 H 59
22 D 60
19 E 60
42 E 60
26 C 61
38 D 61
21 G 61
27 A 62
25 B 62
41 H 62
34 B 63
18 E 63
37 E 63
40 E 63
45 G 63
28 A 64
38 C 64
19 F 64
26 D 65
42 D 65
22 E 65
23 A 66
39 G 66
27 B 67
25 C 67
42 C 68
37 D 68
40 D 68
18 F 68
45 F 68
28 B 69
38 B 69
25 D 70
24 A 71
37 C 71
40 C 71
22 F 71
27 C 72
26 E 72
45 E 72
23 B 73
42 B 73
28 C 74
18 G 74
41 G 74
44 H 74
48 H 74
27 D 75
24 B 76
37 B 76
40 B 76
39 F 76
29 A 77
28 D 77
45 D 77
25 E 77
23 C 78
31 A 79
26 F 79
19 G 79
22 G 79
48 G 79
43 H 79
45 C 80
27 E 80
39 E 80
24 C 81
25 F 81
41 F 81
30 A 82
29 B 82
27 F 84
26 G 84
31 B 85
45 B 85
23 D 85
39 D 85
41 E 85
48 F 85
44 G 86
43 G 86
29 C 87
49 H 87
39 C 88
25 G 88
28 E 89
47 H 89
31 C 90
24 D 90
41 D 90
48 E 90
23 E 91
43 F 91
27 G 92
46 H 92
30 B 93
39 B 93
41 C 93
31 D 93
28 F 93
49 G 93
47 G 94
29 D 95
24 E 95
43 E 95
23 F 95
44 F 95
48 D 96
A B 6 11 B
B A 10 18 A
B A 12 22 A
B A 13 20 A
B A 14 21 A
B A 15 19 A
B A 16 28 A
B A 32 27 A
B A 33 25 A
B A 34 24 A
B A 35 23 A
B A 36 26 A
B A 37 30 A
B A 38 29 A
B A 39 -1 -1
B A 40 -1 -1
B A 42 31 A
B A 45 -1 -1
B A 9 17 A
B C 7 10 C
B C 8 14 C
C B 11 6 B
C B 12 21 B
C B 13 17 B
C B 15 20 B
C B 16 26 B
C B 32 22 B
C B 33 18 B
C B 34 27 B
C B 35 25 B
C B 36 19 B
C B 37 24 B
C B 38 28 B
C B 39 30 B
C B 40 29 B
C B 41 -1 -1
C B 42 23 B
C B 45 31 B
D C 10 6 C
D C 11 1 C
D C 12 20 C
D C 13 8 C
D C 14 7 C
D C 15 17 C
D C 16 22 C
D C 32 18 C
D C 33 19 C
D C 34 25 C
D C 35 26 C
D C 36 21 C
D C 37 23 C
D C 38 27 C
D C 39 31 C
D C 40 24 C
D C 41 -1 -1
D C 42 28 C
D C 45 29 C
D C 48 -1 -1
D E 31 -1 -1
D E 8 12 E
E D 10 1 D
E D 15 7 D
E D 16 20 D
E D 32 21 D
E D 33 17 D
E D 34 18 D
E D 35 19 D
E D 36 6 D
E D 37 25 D
E D 38 22 D
E D 39 23 D
E D 40 27 D
E D 41 24 D
E D 42 26 D
E D 43 -1 -1
E D 45 28 D
E D 48 29 D
E F 1 16 F
E F 20 38 F
E F 23 44 F
E F 25 41 F
E F 4 15 F
F E 32 6 E
F E 33 7 E
F E 34 21 E
F E 35 17 E
F E 36 8 E
F E 37 18 E
F E 39 27 E
F E 40 22 E
F E 42 19 E
F E 43 24 E
F E 45 26 E
F E 48 28 E
F G 0 16 G
F G 20 40 G
F G 23 -1 -1
F G 25 44 G
F G 4 36 G
G F 15 3 F
G F 32 8 F
G F 33 1 F
G F 34 6 F
G F 35 7 F
G F 37 21 F
G F 38 17 F
G F 39 22 F
G F 41 26 F
G F 42 19 F
G F 43 28 F
G F 45 18 F
G F 47 -1 -1
G F 48 27 F
G F 49 -1 -1
G H 1 40 H
G H 17 41 H
G H 18 43 H
G H 2 32 H
G H 20 39 H
G H 25 -1 -1
G H 26 47 H
G H 4 34 H
G H 5 35 H
H G 33 3 G
H G 36 0 G
H G 37 7 G
H G 38 8 G
H G 42 6 G
H G 44 19 G
H G 45 21 G
H G 46 -1 -1
H G 48 22 G
H G 49 27 G
561
testcase13 412
265 145
5 A 0
0 E 1
2 G 1
7 D 2
4 D 4
10 H 4
7 C 5
6 D 5
3 E 5
0 F 6
10 G 7
12 A 8
6 C 8
13 A 9
16 A 9
9 E 9
31 H 9
5 B 10
7 B 10
4 E 10
0 G 10
3 F 11
10 F 11
1 E 12
8 E 12
31 G 12
12 B 13
6 B 13
14 A 14
16 B 14
5 C 15
9 D 15
4 F 15
3 G 15
30 H 15
13 B 16
31 F 16
8 D 17
29 H 17
12 C 18
9 C 18
5 D 18
10 E 18
14 B 19
16 C 19
1 F 19
4 G 19
30 G 19
8 C 20
13 C 21
12 D 21
31 E 21
28 H 22
9 B 23
16 D 23
30 F 23
1 G 23
29 G 23
14 C 24
8 B 25
28 G 25
13 D 26
31 D 26
12 E 26
14 D 27
10 D 27
29 F 27
30 E 28
15 A 29
31 C 29
10 C 30
12 F 31
28 F 31
16 E 32
14 E 32
29 E 32
36 H 33
15 B 34
31 B 34
11 A 35
10 B 35
12 G 35
32 H 35
30 D 36
14 F 37
13 E 38
16 F 38
32 G 38
37 H 38
15 C 39
30 C 39
11 B 40
28 E 40
14 G 41
36 G 41
32 F 42
16 G 42
37 G 42
5 E 43
13 F 43
20 A 44
30 B 44
18 A 45
17 A 45
11 C 45
15 D 45
28 D 45
36 F 45
37 F 46
33 H 46
32 E 47
21 A 48
28 C 48
11 D 48
20 B 49
29 D 49
5 F 49
13 G 49
17 B 50
33 G 50
36 E 51
19 A 53
18 B 53
21 B 53
28 B 53
32 D 53
37 E 53
5 G 53
35 H 53
20 C 54
29 C 54
15 E 54
33 F 54
25 A 55
17 C 55
11 E 55
32 C 56
36 D 56
35 G 56
34 H 56
20 D 57
41 H 57
43 H 57
19 B 58
18 C 58
17 D 58
37 D 58
29 B 59
21 C 59
36 C 59
15 F 59
34 G 59
25 B 60
11 F 60
35 F 60
41 G 60
32 B 61
37 C 61
18 D 61
33 E 61
21 D 62
22 A 63
19 C 63
17 E 63
34 F 63
15 G 63
36 B 64
41 F 64
11 G 64
43 G 64
35 E 65
37 B 66
25 C 66
19 D 66
33 D 66
18 E 66
21 E 67
40 H 67
34 E 68
17 F 68
43 F 68
33 C 69
20 E 69
41 E 69
38 H 69
25 D 70
35 D 70
40 G 70
18 F 71
22 B 72
21 F 72
17 G 72
38 G 72
35 C 73
34 D 73
24 A 74
33 B 74
41 D 74
20 F 74
40 F 74
23 A 75
18 G 75
42 H 75
34 C 76
38 F 76
21 G 76
45 H 76
22 C 77
41 C 77
35 B 78
20 G 78
42 G 78
44 H 78
24 B 79
19 E 79
43 E 79
40 E 79
25 E 80
27 A 81
23 B 81
34 B 81
38 E 81
41 B 82
49 H 83
24 C 84
22 D 84
40 D 84
19 F 84
42 F 84
45 G 84
43 D 85
23 C 86
38 D 86
49 G 86
48 H 86
40 C 87
24 D 87
25 F 88
45 F 88
19 G 88
44 G 88
39 H 88
38 C 89
23 D 89
42 E 89
49 F 90
27 B 91
43 C 91
39 G 91
40 B 92
24 E 92
44 F 92
25 G 92
38 B 94
42 D 94
47 H 94
22 E 95
23 E 95
45 E 95
49 E 95
39 F 95
26 A 96
43 B 96
27 C 96
46 H 96
A B 11 30 B
A B 12 6 B
A B 13 9 B
A B 14 31 B
A B 15 10 B
A B 16 8 B
A B 17 32 B
A B 18 29 B
A B 19 37 B
A B 20 28 B
A B 21 36 B
A B 22 35 B
A B 23 41 B
A B 24 34 B
A B 25 33 B
A B 26 -1 -1
A B 27 40 B
A B 5 7 B
B A 38 -1 -1
B A 43 -1 -1
B C 11 28 C
B C 13 31 C
B C 14 10 C
B C 16 8 C
B C 17 32 C
B C 18 36 C
B C 19 33 C
B C 21 37 C
B C 22 41 C
B C 27 -1 -1
C B 29 25 B
C B 30 20 B
C B 34 23 B
C B 35 24 B
C B 38 -1 -1
C B 40 -1 -1
C B 43 -1 -1
C B 6 12 B
C B 7 5 B
C B 9 15 B
C D 14 10 D
C D 25 35 D
D C 28 20 C
D C 29 17 C
D C 30 11 C
D C 31 15 C
D C 32 18 C
D C 33 22 C
D C 34 24 C
D C 36 21 C
D C 37 19 C
D C 38 -1 -1
D C 40 27 C
D C 41 23 C
D C 42 -1 -1
D C 43 -1 -1
D C 6 12 C
D C 7 5 C
D C 8 13 C
D C 9 16 C
D E 11 37 E
D E 12 30 E
D E 14 29 E
D E 18 34 E
D E 21 41 E
D E 4 9 E
E D 10 16 D
E D 28 15 D
E D 31 13 D
E D 32 20 D
E D 33 19 D
E D 35 25 D
E D 36 17 D
E D 38 23 D
E D 40 24 D
E D 42 -1 -1
E D 43 22 D
E D 45 -1 -1
E D 49 -1 -1
E D 8 5 D
E F 0 10 F
E F 1 29 F
E F 11 34 F
E F 12 28 F
E F 13 37 F
E F 14 36 F
E F 15 35 F
E F 16 32 F
E F 17 43 F
E F 18 40 F
E F 19 42 F
E F 21 38 F
E F 23 -1 -1
E F 24 -1 -1
E F 25 45 F
E F 3 31 F
E F 4 30 F
E F 5 33 F
F E 39 -1 -1
F E 41 20 E
F E 44 -1 -1
F E 49 22 E
F G 0 31 G
F G 1 29 G
F G 11 43 G
F G 14 36 G
F G 16 37 G
F G 21 42 G
F G 4 30 G
F G 5 35 G
G F 10 3 F
G F 28 12 F
G F 32 13 F
G F 33 15 F
G F 34 17 F
G F 38 19 F
G F 39 -1 -1
G F 40 20 F
G F 41 18 F
G F 44 -1 -1
G F 45 25 F
G F 49 -1 -1
G H 0 30 H
G H 12 37 H
G H 2 10 H
G H 4 28 H
G H 5 34 H
H G 29 1 G
H G 31 3 G
H G 32 16 G
H G 33 13 G
H G 35 15 G
H G 36 14 G
H G 38 21 G
H G 39 -1 -1
H G 40 18 G
H G 41 11 G
H G 42 20 G
H G 43 17 G
H G 44 25 G
H G 45 19 G
H G 46 -1 -1
H G 47 -1 -1
H G 48 -1 -1
H G 49 -1 -1
516
testcase14 357
235 120
2 D 0
7 A 1
0 B 2
1 C 2
3 B 5
7 B 7
1 B 7
0 C 7
2 C 7
8 A 9
0 D 10
36 E 10
6 A 11
40 E 12
37 E 12
8 B 13
2 B 13
7 C 14
38 E 14
10 A 15
39 E 15
6 B 16
4 A 17
7 D 17
36 D 17
35 E 17
8 C 18
40 D 18
34 E 18
10 B 19
38 D 19
5 A 20
36 C 20
4 B 21
6 C 21
40 C 21
8 D 21
37 D 21
38 C 22
35 D 22
9 A 23
5 B 24
10 C 24
37 C 24
6 D 24
39 D 24
34 D 24
36 B 25
40 B 26
4 C 26
35 C 26
9 B 27
38 B 27
10 D 27
34 C 28
11 A 29
37 B 29
5 C 29
39 C 29
4 D 29
42 E 30
14 A 31
9 C 32
5 D 32
11 B 33
35 B 33
34 B 33
44 E 34
43 E 34
39 B 35
9 D 35
42 D 35
14 B 36
13 A 37
16 A 38
11 C 38
45 E 39
42 C 40
14 C 41
11 D 41
44 D 41
43 D 41
16 B 42
44 C 44
43 C 44
14 D 44
45 D 44
13 B 45
42 B 45
15 A 47
16 C 47
45 C 47
41 E 47
44 B 49
43 B 49
12 A 50
13 C 50
16 D 50
15 B 51
51 E 51
45 B 52
50 E 52
20 A 53
23 A 53
13 D 53
47 E 55
17 A 56
12 B 56
23 B 57
51 D 57
50 D 57
20 B 58
41 D 58
48 E 59
22 A 60
17 B 60
15 C 60
51 C 60
47 D 60
12 C 61
50 C 61
41 C 61
18 A 62
23 C 62
20 C 63
47 C 63
15 D 63
49 E 63
19 A 64
22 B 64
12 D 64
21 A 65
51 B 65
17 C 65
23 D 65
18 B 66
50 B 66
41 B 66
20 D 66
48 D 66
19 B 68
47 B 68
17 D 68
49 D 68
21 B 69
22 C 69
48 C 69
18 C 71
49 C 71
46 E 71
22 D 72
19 C 73
48 B 74
21 C 74
18 D 74
49 B 76
19 D 76
46 D 76
21 D 77
53 E 77
28 A 78
25 A 78
56 E 78
46 C 79
58 E 79
28 B 82
25 B 82
53 D 82
52 E 82
56 D 83
26 A 84
46 B 84
58 D 84
53 C 85
54 E 85
56 C 86
28 C 87
58 C 87
52 D 87
24 A 88
26 B 88
25 C 88
53 B 90
52 C 90
28 D 90
54 D 90
55 E 90
56 B 91
25 D 91
24 B 92
58 B 92
26 C 93
54 C 93
27 A 95
52 B 95
55 D 95
26 D 96
57 E 96
24 C 97
54 B 98
29 A 99
27 B 99
55 C 99
30 A 100
24 D 100
57 D 101
31 A 102
61 E 103
29 B 104
55 B 104
27 C 104
57 C 104
30 B 105
31 B 106
27 D 107
59 E 107
60 E 108
57 B 109
61 D 109
30 C 110
29 C 112
31 C 112
61 C 112
30 D 113
59 D 113
33 A 115
32 A 115
29 D 115
31 D 115
60 D 115
59 C 116
60 C 118
33 B 119
32 B 119
61 B 119
A B 10 36 B
A B 11 35 B
A B 12 51 B
A B 14 39 B
A B 15 45 B
A B 16 42 B
A B 17 50 B
A B 18 47 B
A B 19 48 B
A B 21 49 B
A B 22 41 B
A B 24 58 B
A B 25 53 B
A B 26 56 B
A B 27 55 B
A B 28 46 B
A B 30 57 B
A B 32 -1 -1
A B 33 61 B
A B 4 40 B
A B 5 38 B
A B 7 3 B
A B 8 2 B
A B 9 37 B
B A 1 6 A
B A 34 13 A
B A 43 23 A
B A 44 20 A
B A 52 29 A
B A 54 31 A
B C 0 2 C
B C 10 37 C
B C 12 50 C
B C 14 44 C
B C 16 45 C
B C 17 49 C
B C 20 48 C
B C 21 53 C
B C 22 46 C
B C 23 47 C
B C 25 52 C
B C 26 54 C
B C 27 57 C
B C 28 58 C
B C 30 61 C
B C 31 59 C
B C 32 -1 -1
B C 33 -1 -1
B C 4 35 C
B C 5 39 C
B C 6 40 C
B C 8 36 C
C B 1 7 B
C B 34 11 B
C B 38 9 B
C B 41 19 B
C B 42 13 B
C B 43 15 B
C B 51 18 B
C B 55 29 B
C B 56 24 B
C B 60 -1 -1
C D 14 45 D
C D 17 49 D
C D 18 46 D
C D 19 53 D
C D 21 56 D
C D 25 55 D
C D 30 59 D
C D 31 60 D
C D 7 36 D
C D 8 37 D
D C 2 0 C
D C 34 9 C
D C 35 4 C
D C 38 10 C
D C 39 5 C
D C 40 6 C
D C 41 23 C
D C 42 11 C
D C 43 13 C
D C 44 16 C
D C 47 20 C
D C 48 22 C
D C 50 12 C
D C 51 15 C
D C 52 26 C
D C 54 24 C
D C 57 27 C
D C 58 28 C
D C 61 29 C
D E 0 39 E
D E 18 58 E
D E 21 52 E
D E 22 53 E
D E 24 59 E
D E 31 -1 -1
E D 34 5 D
E D 35 4 D
E D 36 7 D
E D 37 6 D
E D 38 10 D
E D 40 8 D
E D 41 13 D
E D 42 9 D
E D 43 14 D
E D 44 11 D
E D 45 16 D
E D 46 19 D
E D 47 23 D
E D 48 20 D
E D 49 17 D
E D 50 12 D
E D 51 15 D
E D 54 25 D
E D 55 26 D
E D 56 28 D
E D 57 27 D
E D 60 29 D
E D 61 30 D
281
testcase15 327
215 110
1 C 0
3 C 2
33 E 2
4 C 3
1 D 4
2 D 5
33 D 5
0 B 6
3 B 6
34 E 8
32 E 8
33 C 10
10 A 11
4 B 11
34 D 11
32 D 11
5 A 12
0 C 12
11 A 15
9 A 15
7 A 15
10 B 15
33 B 15
34 C 15
32 C 15
5 B 16
0 D 16
6 A 17
8 A 19
11 B 19
9 B 19
34 B 19
32 B 19
10 C 19
31 E 19
5 C 20
7 B 21
35 E 21
6 B 22
31 D 22
8 B 23
9 C 23
10 D 23
5 D 24
35 D 24
6 C 26
31 C 26
11 C 28
8 C 28
35 C 28
7 C 29
15 A 30
14 A 30
31 B 30
6 D 30
37 E 30
16 A 31
35 B 32
8 D 32
9 D 33
11 D 33
7 D 33
37 D 33
36 E 33
15 B 34
14 B 34
16 B 35
41 E 35
36 D 36
37 C 37
15 C 38
14 C 38
41 D 38
16 C 39
40 E 39
36 C 40
37 B 41
13 A 42
41 C 42
15 D 42
14 D 42
40 D 42
16 D 43
38 E 43
36 B 44
39 E 45
18 A 46
17 A 46
41 B 46
40 C 46
38 D 46
13 B 47
12 A 48
39 D 48
21 A 50
17 B 50
40 B 50
43 E 50
46 E 50
18 B 51
38 C 51
12 B 52
13 C 52
