10
testcase10 313
203 108
C B 29 14 B
C B 30 21 B
C B 33 20 B
C B 34 23 B
C B 35 22 B
C B 36 -1 -1
C B 38 -1 -1
C B 39 -1 -1
C B 4 11 B
C B 40 -1 -1
C B 5 9 B
C D 0 7 D
C D 10 8 D
C D 12 25 D
C D 14 28 D
C D 15 24 D
C D 16 33 D
C D 17 32 D
C D 19 30 D
C D 2 5 D
C D 9 27 D
D C 26 11 C
D C 29 13 C
D C 31 18 C
D C 34 22 C
D C 35 21 C
D C 36 20 C
D C 37 -1 -1
D C 38 -1 -1
D C 39 -1 -1
D C 4 3 C
D C 40 23 C
D E 0 26 E
D E 10 29 E
D E 11 27 E
D E 12 24 E
D E 13 31 E
D E 14 32 E
D E 15 28 E
D E 17 33 E
D E 18 35 E
D E 19 34 E
D E 2 5 E
D E 20 38 E
D E 3 8 E
D E 9 25 E
E D 30 16 D
E D 36 21 D
E D 37 -1 -1
E D 39 23 D
E D 40 22 D
E D 41 -1 -1
E F 0 8 F
E F 10 25 F
E F 11 29 F
E F 12 28 F
E F 13 33 F
E F 15 31 F
E F 19 36 F
E F 2 26 F
E F 3 27 F
E F 9 24 F
F E 30 17 E
F E 32 14 E
F E 34 16 E
F E 35 18 E
F E 37 23 E
F E 38 20 E
F E 39 22 E
F E 40 21 E
F E 41 -1 -1
F E 42 -1 -1
F G 0 8 G
F G 10 28 G
G F 24 12 F
G F 25 9 F
G F 26 2 F
G F 27 3 F
G F 29 11 F
G F 30 17 F
G F 31 15 F
G F 32 13 F
G F 33 14 F
G F 34 19 F
G F 35 18 F
G F 36 16 F
G F 37 23 F
G F 38 20 F
G F 39 22 F
G F 40 21 F
G F 41 -1 -1
G F 42 -1 -1
G H 1 27 H
H G 24 10 G
H G 25 11 G
H G 26 0 G
H G 28 9 G
H G 29 3 G
H G 30 14 G
H G 31 15 G
H G 32 12 G
H G 33 13 G
H G 34 18 G
H G 35 17 G
H G 36 19 G
H G 37 20 G
H G 38 22 G
H G 39 16 G
H G 40 21 G
H G 41 -1 -1
H G 42 -1 -1
H G 8 2 G
786
testcase12 380
248 130
15 G 1
11 D 2
4 E 2
12 E 2
5 G 2
36 H 2
8 B 3
9 B 3
13 D 3
0 F 3
2 G 4
6 A 5
1 C 5
11 C 5
13 C 6
3 F 6
4 F 6
15 F 6
35 H 7
32 H 7
17 A 8
8 C 8
1 D 8
0 G 8
16 G 8
36 G 8
33 H 9
7 B 10
11 B 10
6 B 11
13 B 11
15 E 11
4 G 11
14 D 12
10 E 12
3 G 12
35 G 12
1 E 13
36 F 13
33 G 14
17 B 15
7 C 15
14 C 15
32 G 15
8 D 16
15 D 16
34 H 16
10 D 17
1 F 17
16 F 17
7 D 18
36 E 18
6 C 19
15 C 19
33 F 19
14 B 20
17 C 20
10 C 20
32 F 20
8 E 21
6 D 23
7 E 23
33 E 23
15 B 24
12 D 24
36 D 24
10 B 25
8 F 25
20 A 27
12 C 27
7 F 27
36 C 28
17 D 28
33 D 28
6 E 28
38 H 28
32 E 30
35 F 30
21 A 31
33 C 31
16 E 31
8 G 31
20 B 32
12 B 32
36 B 33
1 G 33
17 E 34
35 E 34
32 D 35
21 B 36
33 B 36
16 D 36
40 H 36
20 C 37
34 G 37
42 H 37
32 C 38
6 F 38
16 C 39
35 D 39
20 D 40
19 A 41
21 C 41
35 C 42
17 F 42
7 G 42
42 G 42
32 B 43
34 F 43
38 G 43
16 B 44
21 D 44
39 H 44
37 H 44
18 A 45
20 E 45
19 B 46
22 A 47
35 B 47
40 G 48
21 E 49
20 F 49
42 F 49
6 G 49
17 G 49
18 B 50
34 E 50
26 A 51
19 C 51
22 B 52
45 H 52
21 F 53
37 G 53
19 D 54
38 F 54
20 G 54
18 C 55
34 D 55
42 E 55
26 B 56
25 A 57
22 C 57
40 F 57
34 C 58
18 D 58
38 E 58
21 G 58
19 E 59
37 F 59
41 H 59
22 D 60
45 G 60
26 C 61
40 E 61
27 A 62
25 B 62
34 B 63
42 D 63
38 D 63
18 E 63
37 E 63
19 F 63
28 A 64
26 D 64
22 E 65
23 A 66
38 C 66
40 D 66
27 B 67
25 C 67
42 C 67
18 F 67
37 D 68
45 F 68
40 C 69
39 G 69
25 D 70
26 E 70
24 A 71
28 B 71
38 B 71
37 C 71
23 B 72
42 B 72
27 C 72
45 E 72
41 G 72
48 H 72
40 B 74
22 F 74
39 F 74
27 D 75
25 E 75
26 F 75
24 B 76
37 B 76
28 C 76
29 A 77
23 C 77
45 D 77
19 G 77
31 A 79
28 D 79
25 F 79
22 G 79
45 C 80
39 E 80
26 G 80
48 G 80
43 H 80
24 C 81
41 F 81
30 A 82
29 B 82
44 H 84
31 B 85
45 B 85
23 D 85
39 D 85
27 E 85
18 G 85
43 G 85
47 H 85
48 F 86
29 C 87
41 E 87
39 C 88
25 G 88
31 C 90
28 E 90
27 F 90
49 H 90
23 E 91
48 E 91
43 F 91
24 D 92
41 D 92
30 B 93
39 B 93
46 H 93
41 C 95
43 E 95
23 F 95
27 G 95
47 G 95
49 G 95
29 D 96
48 D 96
A B 6 11 B
B A 10 18 A
B A 12 22 A
B A 13 20 A
B A 14 21 A
B A 15 19 A
B A 16 28 A
B A 32 27 A
B A 33 25 A
B A 34 24 A
B A 35 23 A
B A 36 26 A
B A 37 -1 -1
B A 38 29 A
B A 39 -1 -1
B A 40 30 A
B A 42 31 A
B A 45 -1 -1
B A 9 17 A
B C 17 10 C
B C 8 14 C
C B 11 7 B
C B 12 21 B
C B 13 6 B
C B 15 20 B
C B 16 26 B
C B 32 22 B
C B 33 18 B
C B 34 27 B
C B 35 25 B
C B 36 19 B
C B 37 29 B
C B 38 28 B
C B 39 30 B
C B 40 24 B
C B 41 -1 -1
C B 42 23 B
C B 45 31 B
D C 10 17 C
D C 11 1 C
D C 12 20 C
D C 13 8 C
D C 14 7 C
D C 15 6 C
D C 16 22 C
D C 32 18 C
D C 33 19 C
D C 34 25 C
D C 35 26 C
D C 36 21 C
D C 37 24 C
D C 38 28 C
D C 39 31 C
D C 40 23 C
D C 41 -1 -1
D C 42 27 C
D C 45 29 C
D C 48 -1 -1
E D 10 7 D
E D 12 1 D
E D 15 8 D
E D 16 21 D
E D 32 20 D
E D 33 17 D
E D 34 18 D
E D 35 19 D
E D 36 6 D
E D 37 27 D
E D 38 26 D
E D 39 23 D
E D 40 25 D
E D 41 24 D
E D 42 22 D
E D 43 -1 -1
E D 45 28 D
E D 48 29 D
E F 1 16 F
E F 20 42 F
E F 23 -1 -1
E F 26 39 F
E F 4 15 F
F E 32 6 E
F E 33 7 E
F E 34 21 E
F E 35 17 E
F E 36 8 E
F E 37 22 E
F E 38 19 E
F E 40 18 E
F E 41 27 E
F E 43 -1 -1
F E 45 25 E
F E 48 28 E
F G 0 16 G
F G 23 -1 -1
F G 26 48 G
F G 4 35 G
F G 6 38 G
G F 15 3 F
G F 32 7 F
G F 33 8 F
G F 34 17 F
G F 36 1 F
G F 37 19 F
G F 39 22 F
G F 40 21 F
G F 41 25 F
G F 42 20 F
G F 43 27 F
G F 45 18 F
G F 47 -1 -1
G F 49 -1 -1
G H 2 33 H
G H 20 41 H
G H 22 44 H
G H 25 46 H
G H 26 47 H
G H 4 34 H
G H 5 35 H
G H 8 40 H
H G 32 3 G
H G 36 0 G
H G 37 17 G
H G 38 1 G
H G 39 6 G
H G 42 7 G
H G 43 18 G
H G 45 21 G
H G 48 19 G
H G 49 27 G
593
testcase13 414
270 142
7 D 0
0 E 0
9 E 0
6 D 2
2 G 2
5 A 3
7 C 3
3 E 4
10 H 4
4 D 5
0 F 5
12 A 6
6 C 6
1 E 7
5 B 8
7 B 8
9 D 9
3 F 9
0 G 9
10 G 9
31 H 9
4 E 10
12 B 11
6 B 11
8 E 12
31 G 12
5 C 13
10 F 13
16 A 14
14 A 14
13 A 15
4 F 15
3 G 15
12 C 16
1 F 16
31 F 16
5 D 17
8 D 17
30 H 17
9 C 18
28 H 18
16 B 19
14 B 19
12 D 19
4 G 19
15 A 20
8 C 20
1 G 20
30 G 20
31 E 21
28 G 21
29 H 22
13 B 23
9 B 23
16 C 24
14 C 24
5 E 24
10 E 24
30 F 24
15 B 25
8 B 25
28 F 25
31 D 26
12 E 26
16 D 27
14 D 27
29 G 27
13 C 29
31 C 29
11 A 31
10 D 31
30 E 31
5 F 31
12 F 31
29 F 31
14 E 32
28 E 32
16 E 33
32 H 33
31 B 34
15 C 34
10 C 34
36 H 34
12 G 35
13 D 36
30 D 36
29 E 36
5 G 36
32 G 36
37 H 36
14 F 37
11 B 38
16 F 38
19 A 39
10 B 39
30 C 39
28 D 39
36 G 39
34 H 39
32 F 40
15 D 41
13 E 41
14 G 41
37 G 41
16 G 42
34 G 42
11 C 43
28 C 43
36 F 43
35 H 43
19 B 44
30 B 44
18 A 45
17 A 45
32 E 45
37 F 45
15 E 46
13 F 46
34 F 46
35 G 46
21 A 48
24 A 48
28 B 48
19 C 49
11 D 49
33 H 49
41 H 49
18 B 50
17 B 50
13 G 50
37 E 51
34 E 51
15 F 51
35 F 51
19 D 52
32 D 52
33 G 53
21 B 54
29 D 54
11 E 54
36 E 54
18 C 55
17 C 55
32 C 55
15 G 55
24 B 56
35 E 56
41 G 56
29 C 57
37 D 57
33 F 57
18 D 58
17 D 58
34 D 58
21 C 59
11 F 59
32 B 60
37 C 60
41 F 60
20 A 61
25 A 61
24 C 61
34 C 61
36 D 61
29 B 62
21 D 62
19 E 62
33 E 62
18 E 63
17 E 63
11 G 63
24 D 64
37 B 65
36 C 65
39 H 65
25 B 66
34 B 66
23 A 67
22 A 67
20 B 67
21 E 67
19 F 67
43 H 67
38 H 67
40 H 67
35 D 68
18 F 68
17 F 68
33 D 69
41 E 69
36 B 70
40 G 70
25 C 71
35 C 71
19 G 71
23 B 72
20 C 72
33 C 72
21 F 72
18 G 72
17 G 72
39 G 72
43 G 72
38 G 72
22 B 73
42 H 73
25 D 74
41 D 74
40 F 74
27 A 76
35 B 76
24 E 76
39 F 76
43 F 76
38 F 76
21 G 76
42 G 76
33 B 77
23 C 77
41 C 77
20 D 77
22 C 78
40 E 79
22 D 81
25 E 81
38 E 81
24 F 81
42 F 81
49 H 81
27 B 82
41 B 82
20 E 82
39 E 82
43 E 82
45 H 82
44 H 82
23 D 84
40 D 84
24 G 85
38 D 86
42 E 86
25 F 86
49 G 86
45 G 86
27 C 87
40 C 87
43 D 87
20 F 88
44 G 88
38 C 89
23 E 89
48 H 89
27 D 90
22 E 90
49 F 90
45 F 90
25 G 90
40 B 92
43 C 92
44 F 92
20 G 92
48 G 92
38 B 94
42 D 94
23 F 94
27 E 95
49 E 95
45 E 95
22 F 95
48 F 96
A B 11 30 B
A B 12 6 B
A B 13 31 B
A B 14 8 B
A B 15 10 B
A B 16 9 B
A B 17 29 B
A B 18 32 B
A B 19 28 B
A B 20 36 B
A B 21 37 B
A B 22 41 B
A B 23 33 B
A B 24 34 B
A B 25 35 B
A B 27 40 B
A B 5 7 B
B A 38 -1 -1
B C 11 28 C
B C 14 10 C
B C 16 31 C
B C 17 29 C
B C 18 32 C
B C 20 33 C
B C 21 37 C
B C 22 40 C
B C 24 34 C
B C 25 35 C
C B 30 19 B
C B 36 23 B
C B 38 -1 -1
C B 41 27 B
C B 43 -1 -1
C B 6 12 B
C B 7 5 B
C B 8 15 B
C B 9 13 B
C D 17 34 D
D C 10 15 C
D C 28 19 C
D C 29 21 C
D C 30 11 C
D C 31 13 C
D C 32 18 C
D C 33 23 C
D C 35 20 C
D C 36 25 C
D C 37 24 C
D C 38 -1 -1
D C 40 27 C
D C 41 22 C
D C 42 -1 -1
D C 43 -1 -1
D C 6 12 C
D C 7 5 C
D C 8 14 C
D C 9 16 C
D E 11 36 E
D E 12 10 E
D E 14 28 E
D E 20 39 E
D E 22 42 E
D E 24 41 E
E D 29 15 D
E D 30 13 D
E D 31 16 D
E D 32 19 D
E D 33 25 D
E D 34 17 D
E D 35 21 D
E D 37 18 D
E D 38 27 D
E D 40 23 D
E D 43 -1 -1
E D 45 -1 -1
E D 49 -1 -1
E D 8 5 D
E D 9 4 D
E F 0 10 F
E F 1 30 F
E F 11 41 F
E F 12 32 F
E F 13 34 F
E F 14 36 F
E F 15 35 F
E F 16 37 F
E F 17 39 F
E F 18 40 F
E F 20 49 F
E F 21 43 F
E F 22 -1 -1
E F 23 48 F
E F 24 42 F
E F 3 31 F
E F 4 28 F
E F 5 29 F
F E 33 19 E
F E 38 25 E
F E 44 -1 -1
F E 45 27 E
F G 0 10 G
F G 12 32 G
F G 14 37 G
F G 16 34 G
F G 17 43 G
F G 18 39 G
F G 20 48 G
F G 21 42 G
F G 3 30 G
F G 4 28 G
G F 29 5 F
G F 31 1 F
G F 33 11 F
G F 35 15 F
G F 36 13 F
G F 38 25 F
G F 40 24 F
G F 41 19 F
G F 44 -1 -1
G F 45 22 F
G F 49 23 F
G H 12 34 H
G H 2 31 H
G H 3 28 H
G H 4 29 H
H G 10 0 G
H G 30 1 G
H G 32 5 G
H G 33 15 G
H G 35 13 G
H G 36 14 G
H G 37 16 G
H G 38 17 G
H G 39 19 G
H G 40 21 G
H G 41 11 G
H G 42 24 G
H G 43 18 G
H G 44 -1 -1
H G 45 20 G
H G 48 -1 -1
H G 49 25 G
518
testcase14 356
234 120
7 A 2
8 A 2
0 B 2
1 C 2
3 B 4
2 D 5
38 E 5
8 B 6
7 B 7
1 B 7
0 C 7
6 A 8
2 C 8
0 D 10
38 D 10
8 C 11
36 E 12
40 E 12
2 B 13
38 C 13
7 C 14
4 A 15
10 A 15
6 B 15
35 E 15
37 E 16
8 D 17
7 D 17
36 D 17
39 E 18
34 E 18
9 A 19
5 A 19
4 B 19
10 B 19
38 B 19
6 C 20
36 C 20
40 D 20
37 D 21
40 C 23
6 D 23
35 D 23
5 B 24
4 C 24
10 C 24
37 C 24
34 D 24
36 B 25
35 C 26
9 B 27
4 D 27
10 D 27
11 A 28
40 B 28
37 B 29
5 C 29
34 C 29
39 D 29
42 E 30
14 A 31
35 B 31
11 B 32
9 C 32
39 C 32
5 D 32
44 E 33
43 E 33
34 B 34
13 A 35
14 B 35
9 D 35
42 D 35
39 B 37
11 C 37
45 E 37
16 A 38
42 C 38
44 D 38
43 D 38
14 C 40
11 D 40
44 C 41
16 B 42
45 D 42
13 B 43
42 B 43
43 C 43
14 D 43
12 A 45
45 C 45
16 C 47
41 E 47
44 B 48
43 B 48
13 C 48
12 B 49
45 B 50
16 D 50
51 E 51
15 A 52
20 A 52
23 A 52
13 D 52
50 E 52
41 D 53
47 E 54
18 A 56
22 A 56
17 A 56
15 B 56
20 B 56
23 B 56
12 C 56
41 C 56
51 D 56
50 D 57
48 E 58
51 C 59
12 D 59
47 D 59
17 B 60
41 B 61
15 C 61
20 C 61
23 C 61
50 C 61
19 A 62
21 A 62
18 B 62
22 B 62
47 C 62
49 E 62
48 D 63
51 B 64
15 D 64
20 D 64
23 D 64
17 C 65
19 B 66
50 B 66
48 C 66
47 B 67
18 C 67
22 C 67
49 D 67
17 D 68
21 B 69
49 C 70
48 B 71
19 C 71
18 D 71
22 D 71
46 E 71
28 A 74
25 A 74
21 C 74
19 D 74
49 B 75
46 D 76
21 D 77
53 E 77
56 E 78
46 C 79
58 E 79
53 D 82
52 E 82
24 A 83
26 A 83
28 B 83
25 B 83
56 D 83
46 B 84
58 D 84
53 C 85
54 E 85
56 C 86
55 E 86
52 D 87
26 B 88
28 C 88
25 C 88
58 C 88
53 B 90
52 C 90
54 D 90
27 A 91
24 B 91
56 B 91
28 D 91
25 D 91
55 D 91
58 B 93
26 C 93
54 C 93
57 E 94
52 B 95
24 C 96
26 D 96
54 B 98
27 B 99
55 C 99
24 D 99
29 A 100
31 A 100
30 A 100
57 D 102
61 E 102
29 B 104
55 B 104
27 C 104
33 A 105
31 B 105
30 B 105
57 C 105
27 D 107
61 D 107
59 E 108
29 C 109
57 B 110
30 C 110
61 C 110
32 A 111
60 E 111
31 C 112
29 D 112
30 D 113
59 D 113
61 B 115
31 D 115
59 C 116
60 D 116
33 B 119
32 B 119
A B 10 36 B
A B 11 34 B
A B 12 45 B
A B 14 39 B
A B 16 42 B
A B 17 47 B
A B 18 51 B
A B 19 48 B
A B 21 49 B
A B 22 50 B
A B 23 41 B
A B 24 56 B
A B 25 53 B
A B 26 58 B
A B 27 52 B
A B 28 46 B
A B 29 55 B
A B 30 61 B
A B 31 57 B
A B 32 -1 -1
A B 4 38 B
A B 5 37 B
A B 7 1 B
A B 8 2 B
A B 9 40 B
B A 3 6 A
B A 35 13 A
B A 43 20 A
B A 44 15 A
B A 54 33 A
B C 0 2 C
B C 10 35 C
B C 14 44 C
B C 16 41 C
B C 17 48 C
B C 18 49 C
B C 20 50 C
B C 21 53 C
B C 22 46 C
B C 23 47 C
B C 25 52 C
B C 26 54 C
B C 27 57 C
B C 28 58 C
B C 30 59 C
B C 31 61 C
B C 32 -1 -1
B C 33 -1 -1
B C 4 37 C
B C 5 34 C
B C 6 36 C
B C 8 38 C
B C 9 39 C
C B 1 7 B
C B 40 11 B
C B 42 13 B
C B 43 12 B
C B 45 15 B
C B 51 19 B
C B 55 29 B
C B 56 24 B
C D 0 38 D
C D 11 45 D
C D 19 53 D
C D 21 56 D
C D 22 46 D
C D 23 49 D
C D 25 55 D
C D 27 61 D
C D 30 59 D
C D 31 60 D
C D 6 35 D
C D 7 36 D
D C 2 8 C
D C 34 5 C
D C 37 10 C
D C 39 9 C
D C 40 4 C
D C 41 12 C
D C 42 14 C
D C 43 13 C
D C 44 16 C
D C 47 17 C
D C 48 18 C
D C 50 20 C
D C 51 15 C
D C 52 26 C
D C 54 24 C
D C 57 29 C
D C 58 28 C
D E 18 53 E
D E 19 58 E
D E 22 56 E
D E 29 -1 -1
D E 31 -1 -1
E D 34 5 D
E D 35 6 D
E D 36 8 D
E D 37 4 D
E D 38 0 D
E D 39 10 D
E D 40 7 D
E D 41 13 D
E D 42 9 D
E D 43 14 D
E D 44 11 D
E D 45 16 D
E D 46 21 D
E D 47 20 D
E D 48 23 D
E D 49 17 D
E D 50 15 D
E D 51 12 D
E D 52 28 D
E D 54 25 D
E D 55 26 D
E D 57 24 D
E D 59 30 D
E D 60 -1 -1
E D 61 27 D
331
testcase15 327
215 110
1 C 0
3 C 0
33 E 2
0 B 4
1 D 4
2 D 5
33 D 5
3 B 6
4 C 6
34 E 8
32 E 8
10 A 11
34 D 11
32 D 11
5 A 12
4 B 12
0 C 12
33 C 12
9 A 15
7 A 15
10 B 15
34 C 15
32 C 15
11 A 16
5 B 16
33 B 16
0 D 16
6 A 17
31 E 17
35 E 17
8 A 19
9 B 19
7 B 19
34 B 19
32 B 19
10 C 19
5 C 20
31 D 20
6 B 21
9 C 23
10 D 23
8 B 24
5 D 24
35 D 24
6 C 25
31 C 25
37 E 25
11 B 26
15 A 28
14 A 28
16 A 28
7 C 28
8 C 28
35 C 28
9 D 28
37 D 28
31 B 29
6 D 29
11 C 30
35 B 32
37 C 32
7 D 32
8 D 32
36 E 32
41 E 33
15 B 34
14 B 34
11 D 34
13 A 35
16 B 35
36 D 35
37 B 36
41 D 36
15 C 38
14 C 38
16 C 39
36 C 39
40 E 39
41 C 40
15 D 42
14 D 42
40 D 42
36 B 43
16 D 43
38 E 43
41 B 44
39 E 44
12 A 46
18 A 46
17 A 46
13 B 46
40 C 46
38 D 46
39 D 47
21 A 50
12 B 50
18 B 50
17 B 50
40 B 50
13 C 50
38 C 50
43 E 50
46 E 50
43 D 53
22 A 54
21 B 54
38 B 54
12 C 54
18 C 54
17 C 54
39 C 54
13 D 54
46 D 54
20 A 55
43 C 57
39 B 58
21 C 58
