10
testcase10 295
189 104
35 H 2
35 G 9
35 F 23
35 E 36
35 D 42
35 C 51
35 B 60
36 H 1
36 G 6
36 F 18
36 E 27
36 D 35
36 C 42
36 B 50
37 H 38
37 G 52
37 F 62
37 E 67
37 D 80
37 C 85
37 B 94
38 H 24
38 G 38
38 F 47
38 E 52
38 D 57
38 C 61
38 B 73
39 H 38
39 G 52
39 F 61
39 E 73
39 D 79
39 C 88
40 H 26
40 G 33
40 F 42
40 E 49
40 D 56
40 C 63
40 B 71
41 H 46
41 G 59
41 F 71
41 E 76
41 D 89
42 H 33
42 G 44
42 F 58
42 E 69
42 D 83
42 C 91
43 H 60
43 G 73
43 F 79
43 E 85
43 D 90
44 H 70
44 G 76
44 F 90
45 H 52
45 G 65
45 F 70
45 E 78
45 D 89
45 C 93
46 H 82
46 G 87
47 H 72
47 G 78
47 F 87
47 E 91
48 H 72
48 G 81
48 F 93
49 H 80
49 G 87
A B 6 13 B
A B 17 9 A
A B 20 11 A
A B 21 14 A
A B 19 12 A
A B 18 36 B
A B 22 10 A
A B 26 35 B
A B 25 15 A
A B 27 16 A
A B 28 34 B
A B 23 40 B
A B 24 32 A
A B 29 33 A
A B 31 38 A
A B 30 37 B
B C 8 14 C
B C 7 10 C
B C 6 13 B
B C 17 11 B
B C 20 12 B
B C 21 32 C
B C 19 16 B
B C 22 15 B
B C 18 36 B
B C 26 35 B
B C 25 33 B
B C 23 38 B
B C 27 34 B
B C 28 40 B
B C 24 39 C
B C 31 42 C
B C 30 37 B
B C 29 -1 -1
C B 45 -1 -1
C D 1 12 D
C D 8 11 C
C D 7 13 C
C D 6 14 C
C D 17 16 C
C D 21 10 C
C D 20 36 C
C D 19 35 C
C D 22 32 C
C D 18 34 C
C D 26 40 C
C D 25 38 C
C D 23 15 C
C D 27 37 C
C D 24 42 C
C D 28 39 C
C D 31 41 C
D C 33 -1 -1
D C 45 -1 -1
D C 43 -1 -1
D E 1 16 E
D E 8 10 D
D E 6 12 D
D E 7 15 D
D E 17 36 D
D E 21 32 D
D E 20 34 D
D E 19 35 D
D E 22 40 D
D E 18 38 D
D E 26 37 D
D E 25 42 D
D E 23 39 D
D E 28 41 D
D E 24 45 D
E D 33 -1 -1
E D 43 -1 -1
E D 47 -1 -1
E F 4 16 F
E F 1 15 E
E F 8 36 E
E F 6 32 E
E F 7 35 E
E F 17 33 E
E F 21 40 E
E F 20 38 E
E F 22 42 E
E F 18 39 E
E F 19 37 E
E F 26 45 E
E F 25 41 E
F E 34 -1 -1
F E 43 -1 -1
F E 47 -1 -1
F E 44 -1 -1
F E 48 -1 -1
F G 0 35 G
F G 3 32 G
F G 4 34 G
F G 1 36 F
F G 6 33 F
F G 8 16 F
F G 7 40 F
F G 17 38 F
F G 21 42 F
F G 20 41 F
F G 22 45 F
F G 18 43 F
F G 19 44 F
G F 15 -1 -1
G F 39 -1 -1
G F 37 -1 -1
G F 47 -1 -1
G F 48 -1 -1
G F 46 -1 -1
G F 49 -1 -1
G H 5 32 H
G H 2 33 H
G H 3 35 G
G H 4 36 G
G H 0 34 G
G H 1 38 G
G H 8 40 G
G H 6 42 G
G H 7 39 G
G H 17 37 G
G H 21 45 G
G H 20 43 G
G H 22 47 G
H G 41 -1 -1
H G 44 -1 -1
H G 48 -1 -1
H G 49 -1 -1
H G 46 -1 -1
1810
testcase13 384
246 136
0 E 0
0 F 14
0 G 26
1 E 1
1 F 6
1 G 10
2 G 0
3 E 0
3 F 6
3 G 17
4 D 2
4 E 7
4 F 13
4 G 20
5 A 0
5 B 8
5 C 20
5 D 23
5 E 34
5 F 44
5 G 54
6 D 2
6 C 11
6 B 16
7 D 0
7 C 7
7 B 15
8 E 0
8 D 10
8 C 15
8 B 23
9 E 0
9 D 6
9 C 12
9 B 19
10 H 0
10 G 6
10 F 17
10 E 24
10 D 36
10 C 45
10 B 58
11 A 18
11 B 30
11 C 36
11 D 39
11 E 44
11 F 50
11 G 55
12 A 6
12 B 17
12 C 29
12 D 37
12 E 44
12 F 49
12 G 53
13 A 4
13 B 12
13 C 18
13 D 25
13 E 35
13 F 46
13 G 55
14 A 14
14 B 28
14 C 41
14 D 46
14 E 54
14 F 66
14 G 76
15 A 19
15 B 27
15 C 36
15 D 48
15 E 55
15 F 68
15 G 73
16 A 4
16 B 18
16 C 25
16 D 32
16 E 44
16 F 51
16 G 56
17 A 45
17 B 52
17 C 59
17 D 62
17 E 74
17 F 82
17 G 92
18 A 42
18 B 49
18 C 56
18 D 61
18 E 67
18 F 74
18 G 83
19 A 31
19 B 45
19 C 53
19 D 64
19 E 73
19 F 86
20 A 41
20 B 52
20 C 63
20 D 67
20 E 75
20 F 87
21 A 41
21 B 53
21 C 62
21 D 72
21 E 86
22 A 61
22 B 75
22 C 83
22 D 94
23 A 55
23 B 68
23 C 77
23 D 82
23 E 87
24 A 48
24 B 58
24 C 65
24 D 76
24 E 83
25 A 55
25 B 69
25 C 79
25 D 91
26 A 85
26 B 95
27 A 72
27 B 81
27 C 87
28 H 16
28 G 26
28 F 30
28 E 40
28 D 52
28 C 59
28 B 68
29 H 17
29 G 22
29 F 32
29 E 38
29 D 43
29 C 50
29 B 56
30 H 15
30 G 25
30 F 31
30 E 39
30 D 46
30 C 55
30 B 63
31 H 9
31 G 18
31 F 27
31 E 35
31 D 45
31 C 48
31 B 62
32 H 20
32 G 27
32 F 33
32 E 43
32 D 50
32 C 56
32 B 63
33 H 46
33 G 58
33 F 69
33 E 81
33 D 89
33 C 95
34 H 39
34 G 45
34 F 58
34 E 64
34 D 69
34 C 78
34 B 88
35 H 42
35 G 45
35 F 50
35 E 63
35 D 76
35 C 79
35 B 87
36 H 33
36 G 41
36 F 51
36 E 57
36 D 63
36 C 66
36 B 76
37 H 32
37 G 39
37 F 43
37 E 51
37 D 59
37 C 64
37 B 69
38 H 61
38 G 69
38 F 78
38 E 85
38 D 91
39 H 64
39 G 71
39 F 78
39 E 86
40 H 67
40 G 78
40 F 88
41 H 49
41 G 60
41 F 68
41 E 76
41 D 85
41 C 94
42 H 66
42 G 69
42 F 82
42 E 91
43 H 57
43 G 67
43 F 74
43 E 84
44 H 78
44 G 87
44 F 91
45 H 73
45 G 85
45 F 92
46 H 87
47 H 87
48 H 82
48 G 93
49 H 72
49 G 78
49 F 83
A B 5 7 B
A B 13 6 B
A B 16 9 B
A B 12 8 B
A B 14 28 B
A B 11 31 B
A B 15 37 B
A B 19 29 B
A B 20 -1 -1
A B 21 10 B
A B 18 30 B
A B 17 32 B
A B 24 -1 -1
A B 23 34 B
A B 25 -1 -1
A B 22 36 B
A B 27 35 B
A B 26 -1 -1
B C 5 8 C
B C 13 7 B
B C 12 9 B
B C 16 6 B
B C 15 31 C
B C 14 10 C
B C 11 29 C
B C 19 32 C
B C 18 30 C
B C 17 37 C
B C 20 36 C
B C 21 28 C
B C 24 34 C
B C 23 35 C
B C 25 33 C
B C 22 41 C
B C 27 -1 -1
B C 26 -1 -1
C D 13 7 C
C D 5 9 C
C D 16 8 C
C D 12 6 C
C D 11 31 D
C D 15 29 D
C D 14 10 C
C D 19 32 C
C D 18 30 C
C D 17 36 D
C D 21 37 C
C D 20 28 C
C D 24 34 D
C D 23 41 D
C D 25 35 C
C D 22 33 D
C D 27 38 D
D E 4 10 E
D E 5 8 D
D E 13 31 E
D E 16 29 E
D E 12 32 E
D E 11 9 D
D E 14 28 D
D E 15 30 D
D E 18 37 D
D E 17 36 D
D E 19 41 E
D E 20 33 E
D E 21 34 D
D E 24 35 D
D E 23 -1 -1
D E 25 43 D
D E 22 38 D
E D 39 -1 -1
E D 42 -1 -1
E F 3 10 F
E F 0 29 F
E F 1 28 F
E F 4 30 F
E F 5 31 E
E F 13 37 F
E F 11 32 E
E F 12 34 F
E F 16 36 F
E F 14 41 F
E F 15 35 E
E F 18 43 F
E F 19 39 F
E F 17 33 E
E F 20 49 F
E F 24 40 F
E F 21 38 E
E F 23 42 E
F E 44 -1 -1
F E 45 -1 -1
F G 1 29 G
F G 3 31 G
F G 4 10 F
F G 0 30 G
F G 5 28 F
F G 13 32 F
F G 12 37 F
F G 11 35 F
F G 16 36 F
F G 14 33 F
F G 15 41 F
F G 18 43 F
F G 17 34 F
F G 19 39 F
F G 20 40 F
G F 38 -1 -1
G F 42 -1 -1
G F 49 -1 -1
G F 45 -1 -1
G F 44 -1 -1
G F 48 -1 -1
G H 2 31 H
G H 1 30 H
G H 3 10 G
G H 4 28 G
G H 0 29 G
G H 12 34 G
G H 5 36 G
G H 11 33 G
G H 13 35 G
G H 16 41 G
G H 15 39 G
G H 14 42 G
G H 18 49 G
G H 17 44 G
H G 32 -1 -1
H G 37 -1 -1
H G 43 -1 -1
H G 38 -1 -1
H G 40 -1 -1
H G 45 -1 -1
H G 48 -1 -1
H G 46 -1 -1
H G 47 -1 -1
2139
testcase14 352
229 121
0 B 2
0 C 11
0 D 22
1 C 2
1 B 8
2 D 0
2 C 3
2 B 8
3 B 4
4 A 8
4 B 18
4 C 23
4 D 32
5 A 19
5 B 25
5 C 35
5 D 47
6 A 8
6 B 19
6 C 29
6 D 34
7 A 1
7 B 10
7 C 17
7 D 28
8 A 2
8 B 10
8 C 21
8 D 28
9 A 16
9 B 27
9 C 40
9 D 46
10 A 15
10 B 25
10 C 34
10 D 40
11 A 28
11 B 38
11 C 44
11 D 49
12 A 42
12 B 50
12 C 63
12 D 67
13 A 31
13 B 41
13 C 46
13 D 57
14 A 27
14 B 36
14 C 43
14 D 47
15 A 45
15 B 56
15 C 70
15 D 73
16 A 38
16 B 47
16 C 56
16 D 60
17 A 56
17 B 64
17 C 73
17 D 80
18 A 54
18 B 59
18 C 73
18 D 85
19 A 55
19 B 59
19 C 65
19 D 72
20 A 52
20 B 56
20 C 66
20 D 73
21 A 62
21 B 71
21 C 80
21 D 86
22 A 55
22 B 66
22 C 77
22 D 84
23 A 52
23 B 61
23 C 70
23 D 82
24 A 80
24 B 85
24 C 90
24 D 102
25 A 74
25 B 83
25 C 91
25 D 102
26 A 83
26 B 91
26 C 104
26 D 112
27 A 91
27 B 96
27 C 110
27 D 116
28 A 74
28 B 82
28 C 94
28 D 98
29 A 97
29 B 103
29 C 115
30 A 100
30 B 105
30 C 113
31 A 100
31 B 111
31 C 117
32 A 107
32 B 117
33 A 105
33 B 115
34 E 18
34 D 27
34 C 34
34 B 43
35 E 15
35 D 24
35 C 27
35 B 35
36 E 10
36 D 20
36 C 23
36 B 34
37 E 12
37 D 20
37 C 32
37 B 38
38 E 5
38 D 11
38 C 17
38 B 26
39 E 14
39 D 25
39 C 33
39 B 41
40 E 11
40 D 20
40 C 27
40 B 33
41 E 47
41 D 52
41 C 62
41 B 67
42 E 26
42 D 34
42 C 41
42 B 50
43 E 33
43 D 44
43 C 56
43 B 63
44 E 32
44 D 46
44 C 49
44 B 62
45 E 37
45 D 42
45 C 47
45 B 59
46 E 71
46 D 81
46 C 87
46 B 93
47 E 54
47 D 60
47 C 67
47 B 81
48 E 58
48 D 64
48 C 67
48 B 80
49 E 62
49 D 67
49 C 78
49 B 88
50 E 52
50 D 61
50 C 65
50 B 73
51 E 51
51 D 59
51 C 70
51 B 79
52 E 82
52 D 95
52 C 102
52 B 116
53 E 77
53 D 88
53 C 99
53 B 105
54 E 85
54 D 91
54 C 98
54 B 111
55 E 86
55 D 100
55 C 112
56 E 78
56 D 83
56 C 86
56 B 99
57 E 94
57 D 101
57 C 113
57 B 118
58 E 79
58 D 87
58 C 92
58 B 98
59 E 107
59 D 119
60 E 108
60 D 115
60 C 119
61 E 102
61 D 113
61 C 118
A B 7 2 B
A B 8 1 B
A B 6 3 A
A B 4 38 B
A B 10 40 B
A B 9 35 B
A B 5 36 B
A B 14 39 B
A B 11 37 B
A B 13 34 B
A B 16 42 B
A B 12 41 B
A B 15 45 B
A B 23 43 B
A B 20 44 B
A B 18 50 B
A B 19 53 B
A B 22 49 B
A B 17 51 B
A B 21 48 B
A B 25 56 B
A B 28 47 B
A B 24 46 B
A B 26 58 B
A B 27 57 B
A B 29 54 B
A B 30 -1 -1
A B 31 52 B
A B 33 -1 -1
A B 32 -1 -1
B C 0 38 C
B C 7 2 B
B C 8 1 B
B C 4 36 C
B C 6 40 C
B C 5 34 C
B C 10 37 C
B C 9 39 C
B C 14 35 B
B C 11 45 C
B C 13 44 C
B C 16 42 B
B C 12 43 C
B C 15 50 C
B C 20 41 C
B C 18 48 C
B C 19 51 C
B C 23 47 C
B C 17 49 C
B C 22 46 C
B C 21 56 C
B C 28 58 C
B C 25 54 C
B C 24 53 C
B C 26 52 C
B C 27 55 C
B C 29 57 C
B C 30 -1 -1
B C 31 61 C
B C 33 -1 -1
B C 32 -1 -1
C B 60 -1 -1
C D 0 2 C
C D 7 37 D
C D 8 38 C
C D 4 40 C
C D 6 36 C
C D 10 35 C
C D 5 39 C
C D 9 43 D
C D 14 34 C
C D 11 42 C
C D 13 45 C
C D 16 44 C
C D 12 41 C
C D 19 47 C
C D 20 51 C
C D 15 50 C
C D 23 49 C
C D 17 48 C
C D 18 56 D
C D 22 46 D
C D 21 53 D
C D 24 58 C
C D 25 52 D
C D 28 54 C
C D 26 55 C
C D 27 61 D
C D 30 57 C
C D 29 59 D
C D 31 -1 -1
D C 60 -1 -1
D E 0 40 D
D E 7 39 D
D E 8 38 D
D E 4 35 D
D E 6 34 D
D E 10 44 D
D E 9 37 D
D E 5 36 D
D E 14 42 D
D E 11 43 D
D E 13 41 D
D E 16 51 D
D E 12 45 D
D E 19 50 D
D E 15 48 D
D E 20 52 E
D E 17 49 D
D E 23 53 D
D E 22 56 D
D E 18 58 D
D E 21 46 D
D E 28 54 D
D E 24 57 D
D E 25 55 D
D E 26 61 D
D E 27 -1 -1
E D 47 -1 -1
E D 59 -1 -1
E D 60 -1 -1
1260
testcase15 323
212 109
0 B 3
0 C 15
0 D 19
1 C 0
1 D 13
2 D 3
3 C 0
3 B 5
4 C 2
4 B 7
5 A 12
5 B 18
5 C 30
5 D 43
6 A 17
6 B 24
6 C 32
6 D 40
7 A 15
7 B 19
7 C 27
7 D 38
8 A 19
8 B 23
8 C 32
8 D 36
9 A 15
9 B 26
9 C 38
9 D 47
10 A 11
10 B 17
10 C 25
10 D 36
11 A 14
11 B 23
11 C 31
11 D 37
12 A 45
12 B 53
12 C 62
12 D 72
13 A 35
13 B 42
13 C 53
13 D 57
14 A 28
14 B 34
14 C 44
14 D 50
15 A 24
15 B 31
15 C 36
15 D 44
16 A 28
16 B 39
16 C 47
16 D 55
17 A 46
17 B 52
17 C 57
17 D 62
18 A 46
18 B 55
18 C 60
18 D 67
19 A 65
19 B 76
19 C 85
19 D 91
20 A 55
20 B 60
20 C 72
20 D 84
21 A 50
21 B 62
21 C 67
21 D 78
22 A 54
22 B 65
22 C 78
22 D 86
23 A 61
23 B 68
23 C 80
23 D 92
24 A 71
24 B 77
24 C 83
24 D 91
25 A 77
25 B 86
25 C 97
25 D 102
26 A 74
26 B 86
26 C 96
26 D 106
27 A 90
27 B 98
27 C 110
28 A 75
28 B 86
28 C 98
28 D 111
29 A 100
29 B 110
29 C 114
29 D 118
30 A 99
30 B 103
30 C 109
30 D 116
31 E 14
31 D 22
31 C 27
31 B 31
32 E 8
32 D 17
32 C 25
32 B 32
33 E 2
33 D 7
33 C 11
33 B 20
34 E 8
34 D 12
34 C 18
34 B 23
35 E 17
35 D 26
35 C 39
35 B 52
36 E 31
36 D 43
36 C 56
36 B 68
37 E 25
37 D 29
37 C 34
37 B 42
38 E 43
38 D 49
38 C 60
38 B 72
39 E 44
39 D 48
39 C 52
39 B 63
40 E 39
40 D 49
40 C 53
40 B 66
41 E 33
41 D 38
41 C 49
41 B 57
42 E 65
42 D 77
42 C 86
42 B 94
43 E 50
43 D 59
43 C 68
43 B 74
44 E 62
44 D 69
44 C 73
44 B 78
45 E 69
45 D 73
45 C 83
45 B 88
46 E 50
46 D 58
46 C 71
46 B 81
47 E 65
47 D 68
47 C 77
47 B 84
48 E 77
48 D 85
48 C 94
48 B 104
